序号,用户,id,点赞,时间,内容,label2
674,道可道_ke,5533865151,4,2020/4/9 22:35,现在一切都在慢慢变好，武汉也在变好，我们也开学了，谢谢您，我想您应该能看到现在的一切，我们好像也和您在一起的        ,
675,你不用好奇,5538515797,3,2020/8/28 22:54,突然刷到 愿你一切都好 李老师～        ,
676,你不用好奇,5538515797,1,2020/8/13 13:43,李老师 你说 一切回到疫情开始前该多好        ,
677,爱甜盐兴如命,5540734806,3,2020/6/12 20:43,山河无恙，国民安康，李老师，安好        ,
678,G-baby-XT,5543740258,6,1月10日 22:01,新年快乐啊&nbsp;&nbsp;李老师&nbsp;&nbsp;&nbsp;新的一年冬天又来了&nbsp;&nbsp;&nbsp;然而新冠病毒还是没有被打败&nbsp;&nbsp;全世界都在与之战斗中&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;希望疫情早点结束&nbsp;&nbsp;&nbsp;希望您在天堂一切安好[泪]        ,
679,·暄和,5555278685,5,2020/9/17 18:04,从实验室出来突然发现已经是桂花香气和银杏叶敲打的秋天 我还在医学的路上跋涉 奔向这个不断努力自我毁灭的行业[心]        ,
680,71-Corvus,5562616029,0,1月17日 16:20,嘿，我要考科三啦&nbsp;&nbsp;好焦虑&nbsp;&nbsp;新疆冬天驾照好难学好难考[泪]&nbsp;&nbsp;安好        ,
681,71-Corvus,5562616029,3,2020/12/17 7:32,乌鲁木齐刚刚地震了 又是一晚通宵&nbsp;&nbsp;我鄙夷自己这样不健康的作息&nbsp;&nbsp;又无能为力……&nbsp;&nbsp;安好李医生        ,
682,啥也不找了,5564364954,1,1月2日 08:02,打电话告诉同学是不是安全点？        ,
683,knmfdg,5566007456,1,2020/11/21 22:40,李先生我写作文来看你了        ,
684,看哪儿说哪儿,5567205180,13,1月3日 12:16,您感到委屈和无奈并非始于接到训诫书的1月3日，因为“12月31日凌晨一点半，被医院领导叫到武汉卫健委训话，天亮上班后又被医院监察科约谈，并在此后应要求写下了一份《不实消息外传的反思与自我批评》”（网上可查到）。那些曾经约谈、训诫您以及背后指使的人后来反思过吗？他们一直心安理得的活着吗？        ,
685,看哪儿说哪儿,5567205180,10,1月2日 10:50,一年前的今天——2020年1月2日，央视/新闻直播间/《8名散播谣言者被查处》，播音员那严肃的面孔、严肃的语气，历历在目，声声在耳。给您的训诫书的落款时间是1月3日，难道您不在8名散播“谣言”者之列吗？面对那些非专业人士的指责，作为医生的您那时该有多么委屈和无奈啊！        ,
686,暴富优秀,5575045408,0,2020/12/30 14:10,新年快乐！也不知道报警的同学良心不会痛么        ,
687,大西几biu,5575343414,0,1月20日 23:43,呜呜呜我不喜欢我的专业，我每个学期都要挂科，我也有在学啊        ,
688,三月的木棉花2015,5577948671,1,1月15日 19:19,2020结束的时候我让学生用一个词来概括自己的2020，一个小孩说是成长，我知道他家老人今年去世，对这个孩子来说，2020意味着成长的痛苦。2020年的我真是在“煎熬”中度过，尤其年初，甚至有时候怀疑这个世界会不会变好。        ,
689,zyf每天都想喝奶茶,5581802807,2,2020/3/30 20:50,今天雨好大喔 还好不用去学校 这就是网课的好处叭.        ,
690,sherry雪莉up,5589905397,0,2020/7/2 17:47,希望能实现自己        ,
691,sherry雪莉up,5589905397,3,2020/6/27 21:00,能看到这么多网友每天都来看望你真的很开心呢        ,
692,sherry雪莉up,5589905397,4,2020/6/6 10:32,李医生，我马上就要面临考试了，希望顺利升学。        ,
693,sherry雪莉up,5589905397,4,2020/5/25 8:30,李医生，早上好        ,
694,Hiiray,5594889631,10,2020/9/8 20:36,为什么如今一些在自己专业领域讲真话，说实话的人反而要被那些非专业的人来当做遥信辟谣呢？        ,
695,DOra了_了,5595031052,3,2020/4/4 7:53,早安，李医生，来看您了！您知道吗？春暖花开了，大家带上口罩复工了，孩子们也快要开学了，可是您却走了，我想，可能天堂里没有训诫书吧，也没有病魔。逝者安息，永远怀念您！[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]        ,
696,盐焗果冻不要辣,5596680797,0,2020/9/17 10:54,李医生，我最近在PS考试，好烦啊，设计不出东西来        ,
697,盐焗果冻不要辣,5596680797,5,2020/9/12 15:14,李医生，我想你啊        ,
698,捻花烹茶,5597578150,1,2020/3/16 21:30,李医生，你在天堂还好吗？ 昨天下午两点四十分左右，我姚姓同学母亲去世，今天早上四点左右，我李姓同学母亲去世，连续两天时间我们失去了两位老人。今天早上去吊唁的路上又惊闻我陈姓同学父亲正在抢救。。。 2020注定是一个特别的年份。。。        ,
699,是小楊宝贝呀,5604081554,2,2020/8/13 0:05,长大了快乐也越来越少了，工作真的好累呀，心累，好想开学呀，想回学校了，在陌生的城市感受到了孤立无援的体会[泪][泪][泪]        ,
700,恬辣妹子,5610371854,6,5月13日 22:58,李医生，过两天我就要参加注监考试了。这半年里白天上班，带孩子，晚上熬夜看书，真的很辛苦。我天天顶着黑眼圈，精神状态好差，最糟糕的是因为焦虑我手抖得越来越厉害了。但我还是带着希望，因为我给自己定了目标，如果过了，我就来告诉你，和你一起分享。我看书去了。晚安！[月亮]        ,
701,我不想有遗憾·,5611323206,1,2020/8/13 8:11,李医生，我们还没有开学。我真的好想开学啊。希望正常开学不要再延期了。        ,
702,n灰色与青,5616612691,1,2020/9/2 15:56,李医生我快开学，可是突然感冒了心里慌[泪]        ,
703,你还在期待着吗,5619798037,2,2020/8/31 8:50,早上好啊，老李 明天就要开学了[污]        ,
704,重生之我还是站街辣妹,5621539434,4,2020/10/29 21:10,来看看你 李老师        ,
705,augha30413,5625065009,4,2020/9/8 18:20,最近特累，特累，三甲复审，查房，护师考试，我都想猝死了，从昨天晚上9点40到现在，我终于……回家了        ,
706,听说只有我一个人叫朱宣潼,5625774549,10,2020/3/30 16:04,今天学校发了有关郭嵩焘的文章，想到了您。不管是过去将来还是现在，总有一些名字，在黑夜里唤醒我们去寻找星星的方向，祝您在天堂安好        ,
707,jingtie671,5626928845,9,2020/3/22 9:55,就是搞不明白一点，退一万步讲，信息有误，只是在同学群里提示大家注意防范，就能算向社会发布不实信息吗？如果是，以后是不是任何消息都不能聊了？        ,
708,jingtie671,5626928845,19,2020/3/21 12:31,假如你没有被传唤到派出所，假如你没有被训诫，假如各大官媒没有报道你们造谣，我想就不会有今天这种情形了。之所以出现了今天这种情形，就因为你跟我们大家一样，只是一个普通的老百姓，在普通的同学群里提醒了大家一句，就被单位和公安训诫，甚至......。这才是你能引起大家共鸣的根本原因！        ,
709,jingtie671,5626928845,13,2020/3/20 10:20,当时说李文亮造谣和国家监察委派调查组，各大官媒都是铺天盖地的报道了，调查结果是不是各大官媒也应该铺天盖地的报道呢！        ,
710,jingtie671,5626928845,9,2020/3/19 14:35,今天3月19日了！调查结果仍然等待中......        ,
711,jingtie671,5626928845,9,2020/3/18 8:41,今天3月18日调查结果等待中.......        ,
712,jingtie671,5626928845,16,2020/3/17 9:41,今天是3月17日，还没有调查组的任何消息报道！一个健康的社会，不应该只有一种声音！[good]真理永存！        ,
713,ZhEnGwiki,5627714293,7,3月24日 15:49,上课说起在抗争新冠肺炎疫情而牺牲的人们时，第一个想到的就是你，李医生        ,
714,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,7月25日 20:43,安[二哈]        ,
715,爱吃螺蛳粉新疆拌面的老黄,5631744702,3,7月21日 01:19,安[二哈]        ,
716,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,7月20日 15:53,加油加油        ,
717,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,7月15日 01:38,安        ,
718,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,7月14日 02:02,安        ,
719,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,6月26日 20:18,安        ,
720,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,6月14日 14:03,安喔[二哈]        ,
721,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,6月6日 18:43,感冒了😷        ,
722,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,6月3日 13:05,安        ,
723,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,6月2日 04:35,安        ,
724,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,5月22日 14:29,安        ,
725,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,5月9日 19:55,西安 晴22°C&nbsp;&nbsp;19:55        ,
726,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,5月6日 20:41,安        ,
727,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,5月1日 00:33,安        ,
728,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,4月23日 03:56,安        ,
729,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,4月22日 03:06,安        ,
730,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,4月9日 06:05,安        ,
731,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,4月7日 11:04,安        ,
732,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,4月6日 00:46,安        ,
733,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,3月20日 06:35,早        ,
734,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,3月16日 12:33,安        ,
735,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,3月15日 01:31,安        ,
736,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,3月14日 01:23,安        ,
737,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,2月15日 03:21,安        ,
738,爱吃螺蛳粉新疆拌面的老黄,5631744702,3,1月24日 23:48,希望如你所愿 做一个简单的人[心]        ,
739,爱吃螺蛳粉新疆拌面的老黄,5631744702,13,1月24日 23:47,我做了一个21年来最重大的决定，报名了为期一学期的支教，父母还不知道，希望爸爸妈妈会理解我支持我，静待结果[加油]        ,
740,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,1月24日 15:32,安        ,
741,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,1月23日 23:31,记得做一个简单的人喔[加油]        ,
742,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,1月23日 23:31,安        ,
743,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,1月15日 00:45,安        ,
744,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,1月3日 12:15,安        ,
745,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,1月1日 21:20,安        ,
746,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/12/31 8:21,安        ,
747,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/12/29 19:25,安        ,
748,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/12/20 20:09,安        ,
749,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/12/6 16:50,安        ,
750,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/12/1 17:44,安        ,
751,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,2020/11/21 20:28,安        ,
752,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/11/16 17:48,安        ,
753,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,2020/11/9 1:58,晚安        ,
754,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/11/8 17:33,安        ,
755,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,2020/11/6 19:12,安        ,
756,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/11/4 20:53,安        ,
757,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/11/2 10:16,安        ,
758,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,2020/10/31 7:34,安        ,
759,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/25 13:51,安        ,
760,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/24 12:45,安        ,
761,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/23 17:17,安        ,
762,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/22 14:58,有点浮躁[晕]        ,
763,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/21 1:25,安        ,
764,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,2020/10/20 14:51,安        ,
765,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,2020/10/20 7:07,安        ,
766,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/16 2:38,光是活着就已经很累了 所以我要让自己随心所欲[加油]        ,
767,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/15 15:59,安[下雨]        ,
768,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/10/11 17:35,安[下雨]        ,
769,爱吃螺蛳粉新疆拌面的老黄,5631744702,3,2020/10/9 14:56,安&nbsp;&nbsp;西安的冬天来了[微风]        ,
770,爱吃螺蛳粉新疆拌面的老黄,5631744702,1,2020/10/5 4:46,看电视剧到早晨了[二哈]&nbsp;&nbsp;晚安[月亮]        ,
771,爱吃螺蛳粉新疆拌面的老黄,5631744702,2,2020/10/1 1:53,中秋快乐        ,
772,爱吃螺蛳粉新疆拌面的老黄,5631744702,3,2020/9/21 19:02,西安好冷呀&nbsp;&nbsp;下午在家吃火锅 日子好难过 但还是得过呀[二哈]        ,
773,爱吃螺蛳粉新疆拌面的老黄,5631744702,3,2020/9/20 12:10,西安今天下雨啦&nbsp;&nbsp;秋天要来了[下雨]        ,
774,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/5/14 2:52,晚安好梦[月亮]        ,
775,爱吃螺蛳粉新疆拌面的老黄,5631744702,0,2020/5/13 2:22,晚安好梦[月亮]        ,
776,启秀路过气校草,5637724271,0,2020/12/31 9:48,新年快乐李老师，一年过去了，希望在那边可以过的快乐 幸福        ,
777,半岛半山半垂钓,5643344730,0,1月3日 22:24,学弟新年好，为你祝福        ,
778,躺在宋继扬怀里的李允霖,5651838193,1,2020/5/5 1:35,今年的五一假期有五天呢 明天就是最后一天啦 然后就要考试 真的不想考[悲伤]        ,
779,Pwever,5652351142,3,2020/12/31 0:38,[作揖]二月的时候说开学了给你拍武大的樱花，结果樱花开的时候还没能开学，但这件事儿我记着呢，明年给您拍！！明天又要从武大回到家啦，提前祝您新年快乐！！！！[抱一抱][2021]        ,
780,木凛兮,5653345438,1,2020/9/1 21:25,今天去做检测了，阴性，也是开学第一课的时间，只是想起了您，感谢        ,
781,我拉钩你上吊14583,5654265415,0,2020/10/5 8:22,对象回她学校了，我的校园生活又像以往一样无味[委屈]        ,
782,我拉钩你上吊14583,5654265415,2,2020/9/30 18:00,今天就要去见对象了，开心        ,
783,凝凝小公主的小旺子,5659538674,1,2020/11/15 9:58,来看看你 李医生 保佑我的凝凝健健康康 让我考试顺利通过吧        ,
784,一月峰,5660658307,0,2020/10/11 18:08,国庆、中秋大家玩得很开心，谢谢你生前的付出才有我们现在的美好！        ,
785,一月峰,5660658307,3,2020/9/9 9:55,李哥可还好，我们也开学了，一切都重新开始了，谢谢您！        ,
786,一月峰,5660658307,2,2020/8/19 18:11,今天科目四满分通过，太高兴了，一定是李哥您在天上为我加油了吧？！[泪][握手]        ,
787,一月峰,5660658307,0,2020/8/19 18:10,节日快乐，李大哥        ,
788,一月峰,5660658307,0,2020/8/18 6:41,早上好，李哥！        ,
789,一月峰,5660658307,1,2020/8/17 21:21,后天就要考科目四了，祝愿望一举成功！        ,
790,一月峰,5660658307,0,2020/8/17 21:20,李哥你好，对不起，今天才开始和你聊上。以后我一定常来看你陪你的！[握手]        ,
791,晓暮樱扬,5665834789,1,2020/8/30 11:31,李医生，开学还有一个月，等不急了，好无奈啊        ,
792,lixinyucc,5672338886,3,6月16日 23:29,中国顺利了，李文亮老师        ,
793,同风而起是三郎,5672395659,5,2020/10/24 17:05,今天学面试，提到伟大抗疫精神，我第一时间想到了你        ,
794,谢卿元,5677342826,0,2020/12/30 12:59,李老师新年快乐        ,
795,Kb6xxx,5684017743,2,2020/12/2 0:23,老师刚上了房龙的《宽容》 我一下想到的就是您        ,
796,飽飽蛋卷,5688507343,1,1月1日 01:00,新年快乐呀 李老师        ,
797,玫瑰跃入海中,5690304918,6,2020/9/13 15:22,在吃锅巴，蛋黄味的，很好吃，过会要去学校啦，在作文里写了您        ,
798,铁板烧鬼喰,5700618162,0,2020/4/3 9:10,网课下课来看看您        ,
799,我没有什么可以失去的了,5708003905,3,2020/4/15 1:19,李医生，备考的我可能是压力过大吧，情绪很不稳定，还会失眠，挺难受的，想着看一遍就能记住知识该多好，唉，头疼～        ,
800,_掬水月在手_,5714816567,3,2020/11/9 21:22,希望能顺利度过这一年，明年去另一个城市读书，晚安        ,
801,俺麻了,5714904003,0,2020/5/8 13:25,亮哥 我好想你呀[污]        ,
802,俺麻了,5714904003,0,2020/5/3 11:24,又是赶作业的一天[拜拜]        ,
803,大大大大大冬瓜viga,5723712248,3,2020/3/20 15:36,希望中国的医学方面的奖可以以你的名字命名[泪][泪]        ,
804,YZ澤E,5731086794,0,2020/8/13 21:33,李医生，毕业两年的我，已经很努力的工作，努力让自己变得优秀，为什么所有人依旧对我怀有这么大的不满，依旧感觉我每天无所事事，我突然感觉自己活着就是一个笑话。是不是这个笑话讲完了，消失了，我就可以释然了        ,
805,我有小图图,5734957223,2,2020/3/23 13:09,李老师，多希望你一直在啊        ,
806,吾家秘密藏-慎独,5746834413,2,2020/3/15 21:49,疫情全球蔓延了，全世界都在上网课，很难过，世界大同用这样的方式实现        ,
807,吾家秘密藏-慎独,5746834413,0,2020/2/7 0:41,🙏🙏🙏        ,
808,纠正我,5750075983,1,2020/9/8 12:37,今天看开学第一课 心里好落寂        ,
809,小叶子葡萄柚,5760554765,2,6月18日 17:12,刚才上课，想起来你了，在此之前我们是陌生人，在我心里你是英雄，看到训诫书心理真是难过😔        ,
810,axzixl,5774176546,8,1月13日 14:54,李医生，今天上语文课的时候老师说要写抗疫英雄，我第一个想到你，但是他们好像并不知道你。[失望]        ,
811,点解点解点解,5781183173,2,2020/12/30 22:31,老师，我就是来看看你。。。        ,
812,Ling-M凌,5794865735,2,2020/5/6 21:54,李文亮医生&nbsp;&nbsp;没有几天我的艺考就要出成绩了 希望我能过&nbsp;&nbsp;不论结果我都不后悔 今年很难 但是我一定能考上!![作揖]        ,
813,ruitinku,5819364877,18,2020/6/6 14:12,我虽然没你伟大，但是处罚比你重，也被说造谣拘留5天        ,
814,ruitinku,5819364877,18,2020/6/4 23:20,李医生，为了武汉zf真的不值得。我发疫情数据提醒同学说我谣言拘留5天，案底一辈子跟着我咯        ,
815,ruitinku,5819364877,4,2020/6/1 23:02,我给人私发还被拘留5天呢        ,
816,狮王来也狮王来也,5821762818,0,2020/10/8 13:49,一毕业🎓，就回沈阳，估计您这时候还在家🏠哄宝宝呢！南方不是不能来，但是疾病多！        ,
817,狮王来也狮王来也,5821762818,1,2020/4/4 10:54,您好，李医生👨‍⚕️！族胞来探望您！        ,
818,狮王来也狮王来也,5821762818,0,2020/2/22 20:27,天使，可爱的天使！        ,
819,狮王来也狮王来也,5821762818,0,2020/2/19 9:49,永载史册！        ,
820,小鱼不喜欢水呀,5832222793,0,2020/8/13 23:07,唉，希望快点毕业，帮爸爸妈妈减轻负担        ,
821,请问能一直让我教专英吗,5842727385,10,2020/6/20 7:43,李医生我毕业啦！在家等上班呢，等发了工资我也吃炸鸡[馋嘴][馋嘴]，到时候馋馋您        ,
822,不可方物27,5850621281,0,6月18日 01:23,李学长晚安啦        ,
823,我是你的来拒去留,5853460114,3,2020/3/18 0:56,今天语文作业就是，谈谈对您的认识        ,
824,大西瓜xks,5853932728,1,2020/5/7 2:07,李医生，因为疫情，教资都延迟了呢，希望下次考试能过呢。[月亮]        ,
825,深睡眠5855914780,5855914780,16,2020/4/11 23:25,方方老师的日记快要被翻译出版了，引来了国内很多人的嘲讽和谩骂。时间终将证明一切，在（很远的）未来，当我们在搜索引擎敲入安妮日记时，将会有两本书出现在搜索结果中        ,
826,秦桑低绿枝sunny,5862101039,4,4月17日 21:22,恍如隔世 ，离疫情大面积爆发过去了好久了，但是突然想想，也就一年，现有疫苗了，生活逐渐恢复平静。希望你能安心。        ,
827,秦桑低绿枝sunny,5862101039,6,2020/9/8 21:36,今天我要考试了 很累 家里还总吵架 公公婆婆总给我们压力 希望能考过 希望压力能小一些 希望能被理解 活的轻松一些 晚安 一会就早点睡觉了        ,
828,沈陌柒,5866662157,0,2月14日 21:14,新年快乐。李医生        ,
829,沈陌柒,5866662157,8,2020/4/4 21:59,李医生我们要开学了！！谢谢您！！！向您致敬！        ,
830,沈陌柒,5866662157,1,2020/4/4 10:18,李医生，我来看你了[蜡烛]希望你一切都好        ,
831,Xs城南已花开,5872404287,0,2020/8/15 15:41,生活真的很难 可比起灾难 我们这些人都应该好好的活着 全国好像都在下雨 今天是个特殊的日子 我们都应该缅怀先烈 勿忘英雄 国泰民安        ,
832,Xs城南已花开,5872404287,0,2020/8/14 11:13,背了一个月的书&nbsp;&nbsp;天天早起晚睡 很累但还是坚持了下来 马上要考试了 希望动车司机考试我能顺利通过        ,
833,巴豆宝宝333,5874645040,0,2020/12/31 22:02,我的河南建业改名字了，哎[泪]        ,
834,巴豆宝宝333,5874645040,0,2020/12/31 22:01,艾芬老师说她眼睛治坏了，哎        ,
835,了孑孓樂,5877727802,0,2020/11/14 17:08,下次再回武汉要么入职，要么过年        ,
836,了孑孓樂,5877727802,1,2020/11/13 0:49,晚上又要去武汉了，期待周六的面试。加油，奥利给[加油][加油]        ,
837,了孑孓樂,5877727802,1,2020/11/12 11:44,原来工作真的好难        ,
838,了孑孓樂,5877727802,2,2020/11/9 9:39,又开始社畜的一天。加油，打工人。        ,
839,了孑孓樂,5877727802,1,2020/11/8 11:37,这个周末来武汉了，目的是为了考试。就想找一个能做一辈子的工作，这是不是有点贪心💊        ,
840,了孑孓樂,5877727802,4,2020/11/6 10:18,李医生，早安        ,
841,肥肥可不能再吃了,5885217925,4,2020/4/13 20:23,李文亮叔叔好呀，今天作业好多呀，感觉要写不完了，妈妈今天做了好吃的饭菜。您在那边过的好吗？应该会很快乐吧。        ,
842,是爱哈温的姨母呀,5885376646,1,2020/8/13 23:43,每天都丧丧的老是埋怨自己不争气，毕业好几年的时间里一无所获什么都没改变。想要下决心改变又始终迈不出第一步，我一定一定要勇敢一点。        ,
843,airi22,5887202966,4,2020/6/12 11:34,恭喜李医生当爸爸了[鲜花]祝愿未来母女平安，希望以后政府，舆论，社会能更科学更包容更坦诚地直面社会突发事件，这其中也包括你我他🙏        ,
844,爱咋咋地livia,5899436747,8,2020/3/15 19:03,开学后 我要和我的学生好好讲讲你的故事        ,
845,媛崇拜玺,5914250708,1,4月6日 09:52,李医生，早 我还是很意难平啊，如果他和我真的考上一个学校的话，我就赌一把。如果不是的话，那就放下        ,
846,妙蛙井井,5915322312,2,2020/12/30 21:53,明天就是2020年最后一天啦，可惜我要考试呜呜呜呜，2021年快来啦，祝你新年快乐！        ,
847,梦想在流浪-,5933336041,0,2020/5/19 0:54,晚安        ,
848,梦想在流浪-,5933336041,1,2020/5/5 23:44,晚安        ,
849,梦想在流浪-,5933336041,0,2020/5/4 20:39,节日快乐！        ,
850,梦想在流浪-,5933336041,1,2020/5/2 23:48,安.        ,
851,梦想在流浪-,5933336041,3,2020/5/2 23:22,妈妈一直让我在学校回家没事去看看外婆 我天天就知道玩什么也不懂 直到走了以后才晓起来        ,
852,梦想在流浪-,5933336041,8,2020/5/2 23:20,你去世当晚我哭了这是我20之后第一次哭 被你的行为感动 晚上哭的有点难过第二天起来就收到外婆的去世的消息可能你们坐同一列车去的 希望你们能够好好的（小时候外婆带大的 ）最后一面也没见上        ,
853,袁1106,5940047721,0,2020/4/9 20:49,广东今天宣布开学时间了(´;︵;`)        ,
854,幸福的小废物m,5949913545,0,2020/8/24 21:19,快开学了，作为一名即将上岗教师最近压力特别大[泪]怎么办啊老李[伤心][悲伤]        ,
855,KillerQueenRequiem,5953326711,0,1月1日 10:33,李老师新年快乐[爱你]        ,
856,Yuki呀0123,5960983980,6,2020/4/5 4:18,未曾谋面，心中永存。师兄晚安        ,
857,原来是婧哥呀,5963696680,0,2020/9/8 16:01,老师我们胜利了        ,
858,苯丙氨酸羟化酶,5973647361,2,2020/5/13 20:08,让我导师收了我吧！！我是个好孩子，不想二战了[二哈][二哈][二哈]        ,
859,一颗月亮淇,5974053662,9,2020/9/8 19:44,小李医生 我正在等待公务员出成绩 听说就是这周了 我好激动又害怕 我一定会进面的 加油加油💪        ,
860,梓桐创新,5975057704,0,2020/12/30 10:29,李老师，想你了        ,
861,-泷水泠音-,5975121677,6,5月29日 00:57,李医生，就这样一年过去了呀，我毕业了，也二战了。还好有像您这样许许多多的英雄，社会才能顺利发展，同时我也能安心考试，只是不知道，我还能走多远啊，路太长了        ,
862,-泷水泠音-,5975121677,1,5月29日 00:55,可能我还是太脆弱，不敢想象不知道最后没有一个好结果我该如何面对呢        ,
863,-泷水泠音-,5975121677,3,5月29日 00:54,一点点步入社会才发现有多难。做好自己真的已经竭尽全力，疲惫的同时也觉得走在前线的您真伟大        ,
864,玉米烙好次,5978927727,5,1月7日 12:12,李医生，我们学校刚刚通知统计接种疫苗的人数了[泪]        ,
865,岁月忽已晚wan,5981358676,2,1月22日 11:21,李医生，我不想考试了[泪]        ,
866,在B站学习,5982014674,0,2020/8/13 21:56,上网课，都把我的耐心都磨没了。        ,
867,小丑的童話,5982496765,3,2020/4/10 0:13,其实，你没有错，不该被训诫，警察呢，我觉得他们缺乏判断，毕竟不专业，领导班子也不专业其实是整个武汉医疗体系轻视疾病导致的。        ,
868,欣子万,5984865761,2,2020/3/25 18:11,李医生，我又来看看你        ,
869,欣子万,5984865761,9,2020/3/24 21:59,李医生，晚上好！外面在下大雨，但是不冷，我刚上完网课。这几天考试，想来已经几天没有来给你留过言了。来看看你。        ,
870,silvercoups,5990696065,0,1月4日 03:52,新年快乐 李医生 祝我考试顺利！！        ,
871,silvercoups,5990696065,1,2020/9/15 0:26,晚安 前辈 老师 医生[鲜花]        ,
872,404SHOP音乐人周边店,5990743807,6,2020/9/20 3:14,为天地立心，为生民立命。为往圣继绝学，为万世开太平。李医生做到了生民立命。        ,
873,野生透明菇,5992966590,3,2020/12/31 5:26,医生诊断判断流行疾病，不懂医学的警察说医生传谣，魔幻。可惜了，没有早知道，💐🕯️        ,
874,给大佬递榴莲,5995765258,1,2020/3/16 11:00,李医生你好呀，今天天真不错 就是我还没开学。        ,
875,木小易不木讷,6004781097,5,2020/8/14 22:34,李医生，今天的我来了[嘻嘻]是夜班，准备下班之后去写离职单，这是我第一次出来打工挣钱，是为了开学买电脑。挣得不多，但重要的是这是我的经历，是第一桶金[心]也是我成长路上意义独特的一步。加油吧！        ,
876,木小易不木讷,6004781097,2,2020/8/13 23:01,李医生你好，我身边交心的朋友很少，所以难免会有一个人孤独的时候，那我以后就经常来你这儿说说话，不要嫌我烦啦[嘻嘻]        ,
877,修腾Yeats,6013880711,10,2020/3/24 10:30,权力压倒了专业，政治压倒了常识，愚昧压倒了智慧。真是明眼人一无所见，瞎子却健步如飞。真是惠施不语，哑巴滔滔不绝。        ,
878,徐崽崽崽崽,6017123141,1,6月8日 15:36,哥 最近阜阳好热&nbsp;&nbsp;我都晒黑了&nbsp;&nbsp;祝我考试顺利        ,
879,徐崽崽崽崽,6017123141,0,6月7日 22:20,哥 晚上好 最近想减肥 但是管不住嘴        ,
880,徐崽崽崽崽,6017123141,3,6月5日 16:38,哥 下午好&nbsp;&nbsp;最近 阜阳太热了 我想吃热干面了又&nbsp;&nbsp;下午决定回去煮螺蛳粉        ,
881,徐崽崽崽崽,6017123141,3,5月28日 12:11,中午好&nbsp;&nbsp;我还去武汉的路上还没吃饭        ,
