用户,id,点赞,时间,内容,label2
梁山好汉666918,3758705194,6,2020/6/12 16:06,：新生命的诞生，李文亮医生生命的延续，既欣慰但更心酸！蔡莉晚上睡得着吗？中心医院6位殉职的医生在天上看着在呢！蔡莉伏法那一天武汉中心医院的春天才能来临，期待那一天早点到来！        ,0
梁山好汉666918,3758705194,0,2020/6/12 11:39,二宝！平安健康！        ,0
梁山好汉666918,3758705194,5,2020/6/10 22:53,亮子，你与四千多同胞永留2020春天，人们永记在心，但也不能轻易忘记利香之流！        ,0
梁山好汉666918,3758705194,10,2020/6/4 8:14,亮子，每天抽空到此看看，评论留言理智客观人性，一片净土！再看其他地方的留言无知、无耻、自大、恶语秽言等充满仇恨和下流，很无语，真不知是什么样的学校家庭才能培养出这些东西，还是中华民族的子孙吗！        ,0
梁山好汉666918,3758705194,13,2020/5/29 21:50,亮子，追责的声音，越来越弱了，人在做，天在看！        ,0
梁山好汉666918,3758705194,0,2020/5/28 16:35,亮子，两会闭幕了        ,0
梁山好汉666918,3758705194,10,2020/5/27 7:57,梁小霞昨天去世了，她与你、众多为抗疫拼了命的英雄，永远在人们心中！        ,0
梁山好汉666918,3758705194,7,2020/5/21 22:54,文亮大夫，武汉人湖北人中国人会记得，你与2020的春天一道永远铭记！        ,0
梁山好汉666918,3758705194,11,2020/5/16 4:36,一个健康的社会，不应该只有一种声音——-百日祭[蜡烛][蜡烛][蜡烛]        ,0
梁山好汉666918,3758705194,0,2020/4/4 9:24,[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]        ,0
梁山好汉666918,3758705194,7,2020/4/2 15:28,一个健康的社会，不能只有一种声音”。        ,0
梁颖2566,6406339957,3,2020/3/19 20:47,致国家监察委： 今读贵委授权发布关于李文亮医生情况通报，通报对公安机关出具训诫书定性为不当。个人认为，公安机关的相应行为显系违法。贵委作为国家监察机关在全民关注的通报中出现如此重大错误，令人惊愕，实不应当。请贵委重视所反映问题，会商法律专业人员，纠正通报中的相关错误认定。此致！        ,0
列车长我喜欢你,7426058232,1,2020/8/9 20:01,李医生，晚上好，明天我们就开学了，这一切都慢慢的好起来了🙂        ,1
烈酒浪人与歌,7024223871,4,1月16日 13:54,一位眼科医生在前线...        ,0
猎人航海,6484828335,0,1月31日 14:30,希望李医生的事情，能对公权力平时的行事方式更加科学、理性、实事求是。也希望能进化出一种触达社会的高效反应方式。而不是一味的息事宁人。        ,0
裂镜,3963383993,3,6月8日 22:21,李医生，我今天打了疫苗第二针～要期末考啦，大家都慢慢忙起来了。来看看你        ,1
林老师在喝ling不ling,2551418467,7,2020/9/8 15:24,李医生，今天是个特别的日子，看到大家都没忘记你，我觉得很珍贵。鲁迅说学医救不了中国人，可我觉得中国人还有救。        ,0
灵恩利伯爵,5892227929,6,2020/5/19 17:11,写形势与政策防疫论文 想着过来看看您&nbsp;&nbsp;禁不住泪目了&nbsp;&nbsp;谢谢您[蜡烛]        ,1
灵梦梦灵,5139505015,0,5月26日 14:04,准备考研 感觉很开心 考试加油[微风]        ,1
泠泠想不出名字,6851710899,1,2月6日 11:34,[蜡烛][蜡烛][蜡烛]        ,0
泠泠想不出名字,6851710899,2,2020/12/31 0:17,一年了，这一年想法改变了很多        ,0
泠泠想不出名字,6851710899,7,2020/9/4 4:28,李医生，又失眠了，今年老失眠。刚看到一个视频，六岁的小男孩得了重病，父母没钱医，把他丢在了医院，小男孩在大厅地上躺了一天一夜也没人管，医院负责人只顾看监控找孩子父母，医院清洁工抽走了孩子身下的硬纸板，孩子就这样躺在冰冷的地下。什么时候，我们所有的人能老有所养、病有所医、少有所学？        ,0
凌朝瑶,2787828212,1,2020/11/27 20:24,李叔叔，天凉了记得多穿点[抱抱]        ,1
凌朝瑶,2787828212,2,2020/11/13 14:05,李叔叔，我就要考四级了，我会加油的！你那边天凉，记得加件衣服[心]        ,1
凌朝瑶,2787828212,3,2020/9/23 10:33,李医生，天凉了，记得吃口热乎饭，再添一件衣服[心]        ,1
聆心语者,6572245537,7,1月24日 01:52,大晚上翻到去年疫情的文章，于是又来了        ,0
菱果666,7222422706,9,2020/6/5 15:38,李医生，再来看看你！        ,0
菱果666,7222422706,10,2020/3/20 10:57,唉//:训诫书撤了，抓了两个顶包的，幕后黑手被他们保护的好好的        ,0
菱果666,7222422706,11,2020/3/20 10:57,[good][good][good]//:那刺眼的章，无处不透露着权力的滥用，透露无知的理所当然，透露权力凌驾与你的专业，多年之后，历史还会重演，可怕，可怕。        ,0
溜达达Lydia,1677286024,7,2020/6/1 9:08,今天读的经济学人是关于你的，希望李医生六一快乐！        ,0
刘同学QAQ,7062304372,9,2020/12/2 0:32,晚安，李医生，今天是学医的第37天，离目标又近了一小步.        ,1
刘同学QAQ,7062304372,6,2020/11/29 23:26,晚安，李医生，今天是学医的第36天，想起了导员说过的一句话“敬畏生命，敬畏自然“        ,1
刘同学QAQ,7062304372,5,2020/11/28 23:51,晚安，李医生，今天是学医的第36天，离目标又近了一小步        ,1
刘同学QAQ,7062304372,7,2020/11/28 0:59,晚安，李医生，今天是学医的第35天，希望可以成为一名合格的医护工作者，能够保护好想保护的人.        ,1
刘同学QAQ,7062304372,3,2020/11/26 0:55,晚安啦，李医生，今天是学医的第33天，离目标又近了一步        ,1
刘同学QAQ,7062304372,3,2020/11/25 0:39,晚安啦，李医生，今天是学医的第32天，一定会努力成为像您一样保护大家的人的.        ,1
刘同学QAQ,7062304372,7,2020/11/24 0:28,晚安，李医生，今天是学医的第31天.希望可以像您一样保护大家.        ,1
刘同学QAQ,7062304372,2,2020/11/1 2:24,晚安，李医生        ,1
刘同学QAQ,7062304372,0,2020/9/8 19:03,李医生，感谢您，人民永远不会忘记您！        ,1
刘同学QAQ,7062304372,0,2020/8/20 5:30,早安，李医生        ,1
刘同学QAQ,7062304372,1,2020/8/14 6:09,早安，李医生        ,1
刘同学QAQ,7062304372,8,2020/8/10 22:07,嘿，李医生你知道吗？185天后就是除夕了，这一年就这么匆匆忙忙的过去了，有的人遇见后还来不及拥抱就匆匆告别，没想到时间会过得这么快，很想你.        ,1
刘同学QAQ,7062304372,3,2020/8/7 1:07,晚安，李医生，秋天到了，很想你        ,1
刘同学QAQ,7062304372,0,2020/8/6 6:52,早上好，李医生，马上就要开学了有些迷茫        ,1
刘同学QAQ,7062304372,0,2020/8/2 3:51,早安，李医生        ,1
刘同学QAQ,7062304372,1,2020/7/6 5:23,早安，李医生        ,1
刘同学QAQ,7062304372,2,2020/7/4 4:39,早安，李医生        ,1
刘也行嗷,7410054441,1,2020/12/31 9:06,早上好        ,1
刘也行嗷,7410054441,1,2020/8/25 5:49,考上大学了我        ,1
流苏13305,7377222727,1,2020/8/13 23:01,李医生，我在疫情期间，认识了一个很好的，女孩，她是内蒙人，我是湖南人，但是跟她相处的时候，我发现我很喜欢她，我该不该去她的城市生活呢，我很想见她，去照顾她，她一个女孩子真的有时很让人心疼，我想在她来生理期的时候，给她熬红糖水，想给她暖肚子，不想看到她哭的这么难受，我真的好喜欢她。        ,0
柳眉杏眼的米查尔泰勒,3022534635,5,3月22日 21:03,李老师，想去武大看樱花，疫情已经有所好转了，不会忘记你的。        ,0
六六六合_,2143120077,5,2020/5/12 15:54,今天写作业，我们小组决定将您的事例作为我们的主题，查找资料的过程中又来看您的微博……过了几个月了，看到这些文字仍然觉得很心痛。祝您安好！        ,1
六十的1313,5220085505,9,2020/4/19 23:11,医生，我今天写作文写到你了，我又想哭了        ,1
龙包味洲洲MiyoooA,3946200623,0,2月11日 21:36,新年快乐！        ,1
龙包味洲洲MiyoooA,3946200623,0,2020/4/4 22:46,小李医生 一路走好 我们都记得你 我们不会忘记[泪]        ,1
龙包味洲洲MiyoooA,3946200623,0,2020/4/4 10:01,鸣笛了[泪][泪][泪][泪]您听见了么        ,1
龙包味洲洲MiyoooA,3946200623,3,2020/4/3 23:38,[泪][泪][泪][泪][泪][泪][泪][泪]小李医生 我是每天都来找你玩的毛毛 我好想你啊[泪][泪][泪][泪][泪]明天大家都会为你哀悼的[悲伤][悲伤]        ,1
龙包味洲洲MiyoooA,3946200623,7,2020/4/3 8:34,小李医生 今天我们政治老师上网课时全程静音hhhh我们谁都没有告诉他嘻嘻嘻hhhhh        ,1
龙包味洲洲MiyoooA,3946200623,8,2020/4/2 22:40,小李医生 今天天气有点冷 我刚刚在裹着毯子背历史hhh 有点想你就过来找你辣        ,1
龙包味洲洲MiyoooA,3946200623,4,2020/3/19 22:46,小李医生 我又来看你啦 今天深圳下了一天大雨 我在书房的床上趴着玩手机&nbsp;&nbsp;你知道嘛 调查结果出来了 大家都还惦记着你 你能看到吗        ,1
龙包味洲洲MiyoooA,3946200623,11,2020/3/17 12:14,小李医生 我上完网课啦 现在得去吃饭了 地理作业好多hhh我会努力在中午就把它写完的        ,1
龙包味洲洲MiyoooA,3946200623,1,2020/3/17 7:44,小李医生我又来看你啦 我把之前交的男朋友甩了hh因为他好烦 现在还是觉得单身最好 今天没啥阳光 阴阴沉沉的 不知道什么时候才能出太阳[太阳][太阳]        ,1
龙之侯哥,7326346233,2,8月16日 00:15,有人说去年是未来十年最好的一年        ,0
龙之侯哥,7326346233,1,4月4日 08:50,代表同学来问候一声安好[鲜花]他因为在你这里评论…………        ,0
龙之侯哥,7326346233,9,2月12日 23:13,看到有人说菊花都买不到，真的很难受，那些和你一样留在2020年的人们，愿在天堂安好        ,0
龙之侯哥,7326346233,2,2月6日 19:54,这一年太难了        ,0
龙之侯哥,7326346233,1,1月30日 12:38,一年了        ,0
龙之侯哥,7326346233,7,1月23日 09:07,一年就这么过去了，好多人已经忘了去年的今天，因为和他们没有关系，谁知道呢……        ,0
龙之侯哥,7326346233,7,2020/12/30 8:01,一年了，医者仁心，能否想到一年后的今天的全球病例已经超过八千多万[泪]        ,0
龙之侯哥,7326346233,0,2020/12/1 23:14,不能忘记        ,0
龙之侯哥,7326346233,0,2020/10/14 17:41,生日快乐，代我同学发的        ,0
-泷水泠音-,5975121677,6,5月29日 00:57,李医生，就这样一年过去了呀，我毕业了，也二战了。还好有像您这样许许多多的英雄，社会才能顺利发展，同时我也能安心考试，只是不知道，我还能走多远啊，路太长了        ,0
-泷水泠音-,5975121677,1,5月29日 00:55,可能我还是太脆弱，不敢想象不知道最后没有一个好结果我该如何面对呢        ,0
-泷水泠音-,5975121677,3,5月29日 00:54,一点点步入社会才发现有多难。做好自己真的已经竭尽全力，疲惫的同时也觉得走在前线的您真伟大        ,0
卢乾乾,2701193800,3,2020/4/4 2:32,如果这篇文章被删了，就是挑战全网网民的底线！！！        ,0
卢乾乾,2701193800,0,2020/2/11 0:01,这条微博 渣浪都不敢动        ,0
伦伦追着风,6525758120,2,2020/6/29 9:51,李医生，我今天毕业考试，好紧张[泪]        ,1
伦伦追着风,6525758120,2,2020/6/24 14:03,李医生[泪]您的家人一定会好好的，您放心吧！[泪][泪][泪]        ,1
略略略略微微,5236211677,2,2020/12/30 14:10,好冷呀，我要去背书啦，医学生考试真的有点多呢        ,1
麻麻晴天,2567250715,4,2020/5/3 3:18,虽然时间过去了，当时你发给你的同学群里，不知道有没有通过正规的模式比如开会，比如邮件，上报给局里的领导！因为只有这样的消息才官方，如果私人去网络发的话，那真的，啊是谣言都被当成谣言了。 知道吗。。。。因为这个病毒，世界有的国家都要求祖国索赔，说我们告诉时间太晚。好难过。        ,0
麻衣学姐最棒,7448171724,2,2020/6/15 20:04,14.9万了        ,1
麻衣学姐最棒,7448171724,8,2020/6/13 20:07,恭喜李医生了[心]        ,1
麻衣学姐最棒,7448171724,3,2020/6/9 21:56,好梦李医生[点亮平安灯]        ,1
麻衣学姐最棒,7448171724,1,2020/6/3 21:42,晚安李医生[鲜花][鲜花][鲜花]        ,1
麻衣学姐最棒,7448171724,2,2020/6/1 0:13,李医生，儿童节快乐[鲜花][鲜花][鲜花]        ,1
麻衣学姐最棒,7448171724,1,2020/5/31 21:22,晚上好，李医生[爱你]        ,1
麻衣学姐最棒,7448171724,1,2020/5/31 2:24,敬您一杯[干杯]        ,1
麻衣学姐最棒,7448171724,0,2020/5/27 20:46,[鲜花][鲜花][鲜花][蜡烛][蜡烛][蜡烛]        ,1
麻衣学姐最棒,7448171724,0,2020/5/26 22:27,您看还有这么多人来祭奠您，不枉此生啊。感动~，李医生，晚安吧，祝一切都好[蜡烛][月亮]        ,1
麻衣学姐最棒,7448171724,1,2020/5/26 21:14,你在那好吗[干杯]        ,1
麻衣学姐最棒,7448171724,2,2020/5/26 21:13,唉，2020真不幸，赌王也走了        ,1
麻衣学姐最棒,7448171724,0,2020/5/25 1:44,李医生，晚好[心]        ,1
麻衣学姐最棒,7448171724,1,2020/5/23 22:42,蔡英文最近在作死啦，拒不承认“一个中国”原则        ,1
麻衣学姐最棒,7448171724,1,2020/5/23 1:56,李医生，晚安[心]        ,1
麻衣学姐最棒,7448171724,1,2020/5/22 0:44,睡了，明天要上课，拜拜[月亮]        ,1
麻衣学姐最棒,7448171724,1,2020/5/22 0:43,晚安[月亮]        ,1
麻衣学姐最棒,7448171724,2,2020/5/16 0:08,中国在一步步变好，春天来了[兔子]        ,1
马尔科姆·格雷福斯,3591818415,4,2020/5/2 16:36,还有两个月高考，好像也没什么，但有时会感到压力很大，有时又会很轻松。我也不知道以后会怎么样，上专科会有出息吗        ,1
麦氏点啊,2248357423,3,6月24日 20:55,李医生我们期末考完了内科好难啊哎        ,1
麦氏点啊,2248357423,1,5月30日 22:50,李医生今天穿了一条自己喜欢的裙子好开心啊        ,1
麦氏点啊,2248357423,0,5月25日 20:35,李医生今天天气很好明天也很好        ,1
麦氏点啊,2248357423,0,4月7日 15:59,李医生我要开学了        ,1
麦氏点啊,2248357423,3,2月27日 12:49,今年的春节元宵节没有一点节日的气氛没有了味道的节日只是一个假期罢了        ,1
麦氏点啊,2248357423,4,1月23日 09:32,百年树木毁了        ,1
麦氏点啊,2248357423,1,2020/12/13 12:40,自制力好差怎么办        ,1
麦糖wei吖,6792827320,12,2020/4/23 14:56,刚刚网课在上卫生法，老师说到了你，不过老师说现在都不敢怎么提了。我好伤心呀，小时候不是都跟我们说，英雄是要被这个世界记住和歌颂的吗？怎么长大了，这个世界变了        ,1
漫游ER,1990089507,13,2020/3/21 19:33,这是一个需要你这样的医生却被不允许有你这样的医生的年代。        ,0
漫游ER,1990089507,12,2020/3/20 17:29,调查结果姗姗来迟，但我们早就不等待了，因为，你曾经说过，只有“一种”声音。欣慰的是你并没有离我们而去，只是去了一个允许有不同声音的世界。        ,0
漫游ER,1990089507,21,2020/3/18 12:39,网上有文章报道：蔡莉被调查。蔡莉你一定认识，至于调查结果是什么，其实对我们来讲已经不重要了。就像对你相关事情的调查结果，我们心里早有答案。        ,0
漫游ER,1990089507,6,2020/3/14 23:01,只是想到这里来看看你，因为，我知道你也一直在看着，训诫你的人何时被训诫。        ,0
芒果心情123,5898156694,3,2020/5/8 0:06,李医生，我们这里无症状感染者一高三学生，全家都隔离了，担心影响孩子的高考呢！        ,0
猫君get,2465911865,3,2020/9/1 21:06,在看开学第一课&nbsp;&nbsp;马上就想到了你 谢谢你 辛苦了 我们很好        ,0
猫听完也不活了,6570379320,2,1月1日 23:56,李医生新年快乐，新年的第一天，学到了不要把自己的心意放的太重会给别人带来负担，希望我可以轻轻松松的过日子啦        ,0
没事吃饱了再说话,7269899014,0,2020/12/30 13:01,长沙一直在刮风，好冷啊，考试月一门接着一门压力好大，但是熬过去就好了，对吧？每一天都是崭新的，2021希望你开心幸福        ,1
没有橘的橘猫,5617148095,0,2020/12/28 0:16,忽然发现她说的对，那时候大吵一架真不值，真的是那样的❤️        ,0
没有橘的橘猫,5617148095,8,2020/12/9 3:14,对了，李医生，这个世间还有一个跟您一样医者仁心的医生，他姓陶，是北京朝阳医院眼科的医生，不幸的是，他在今年1月20日被砍伤了，希望您可以保佑他恢复如初，往后一切顺遂🙏🏻🙏🏻🙏🏻        ,0
没有橘的橘猫,5617148095,1,2020/12/9 3:10,李医生，我的诗终于还是因为某些原因失败了，我对自己很失望，那天我看到公布名单没有我的时候，我特别难受，我差点在课堂上流泪。难过至极的我在那天终于生病了。不过后来我就想开了，一些东西存在即合理，一些规则只能适应，只是我可能再也没有写诗的动力和勇气了，我总觉得他不会喜欢吧[心]        ,0
没有橘的橘猫,5617148095,0,2020/11/23 23:04,李医生，我要写不出来诗怎么办，我可怕丢人了。我不想让他失望，可又怕写了他更失望。我害怕写的没人家好，被比下去。那我可能以后都不想玩微博了[泪][泪]        ,0
没有橘的橘猫,5617148095,0,2020/8/27 22:38,李医生，我今天对我喜欢了很久的偶像脱粉了，好难受啊[泪][泪][泪][泪][泪]        ,0
没有橘的橘猫,5617148095,12,2020/6/21 23:27,李医生，那个被砍伤的陶医生7月份就要进行第二次手术了，请保佑他好起来。他真的是位好医生[心][心][心][心]        ,0
没有橘的橘猫,5617148095,5,2020/6/21 23:25,李医生，父亲节快乐        ,0
没有橘的橘猫,5617148095,3,2020/5/20 0:42,晚安，李医生        ,0
没有橘的橘猫,5617148095,2,2020/5/19 22:16,[伤心][伤心][伤心][伤心][伤心][伤心]太生气了[泪][泪][泪][泪][泪]伤心[伤心][伤心][伤心][伤心]        ,0
没有橘的橘猫,5617148095,1,2020/5/13 23:02,我现在连大号都不敢去了，我害怕别人说他对她有多好，可怜的我[泪][泪][泪][泪][伤心]        ,0
没有橘的橘猫,5617148095,2,2020/5/13 23:01,我们这边夏天到啦        ,0
没有橘的橘猫,5617148095,2,2020/5/5 20:49,李医生，我真的感觉心累[爱你][爱你]        ,0
没有橘的橘猫,5617148095,0,2020/5/5 16:28,不过度关注他        ,0
没有橘的橘猫,5617148095,0,2020/5/5 16:27,如果退回到原点，可能也不错[爱你][爱你][爱你]        ,0
没有橘的橘猫,5617148095,0,2020/5/3 22:37,我好想把我的大号微博清空        ,0
没有橘的橘猫,5617148095,0,2020/5/3 16:19,我以前不是这样的人呀，我现在努力告诉自己别评论评论，别犯贱[泪][泪]李医生，我一定可以做到的对吗？终有一天我也会通过自己的努力变得优秀[爱你][爱你][爱你]        ,0
没有橘的橘猫,5617148095,0,2020/5/3 16:17,忽然有点后悔给他做视频，因为害怕他根本不看[泪][泪][泪][泪]        ,0
没有橘的橘猫,5617148095,10,2020/4/28 20:31,李医生我又来了，您在那个世界好吗？您知道吗，有个您的同行陶医生跟您一样人非常好，但是啊他前段时间被砍了，可能再也做不了手术了，现在在非常痛苦的复健时期，不知道您有没有看过他的采访视频，我每次看都会痛哭。如果可以的话，求求您保佑他的身上发生奇迹，拜托您了🙏🙏🙏🙏        ,0
没有橘的橘猫,5617148095,4,2020/4/26 21:18,还是会哭        ,0
没有橘的橘猫,5617148095,2,2020/4/26 21:17,再次看到这条消息        ,0
没有橘的橘猫,5617148095,2,2020/4/26 21:17,[泪][泪][泪][泪][泪][泪][泪]        ,0
没有橘的橘猫,5617148095,1,2020/4/26 12:34,李医生，你知道吗？爱一个人最悲哀的事是自己脸吃醋的资格都没有[泪][泪][泪][泪]        ,0
没有橘的橘猫,5617148095,1,2020/4/26 1:33,我太难了，像个夹心饼干，老师不喜欢我，他们也在提醒我老师最不喜欢我[泪][泪][泪][泪][泪][泪][泪][泪][泪]        ,0
没有橘的橘猫,5617148095,2,2020/4/26 1:31,李医生，我越听他们说我越感到我太卑微了[泪][泪][泪][泪]太难受了[泪][泪][泪][泪]        ,0
没有橘的橘猫,5617148095,7,2020/4/19 1:23,李医生，偷偷跟你说，我偷偷做了一件大好事，虽然没人感谢我，但是看他那么开心，我就知道一切都值得。虽然他从来没有点赞、转发、评论过我，但我知道人应该知足，不应该过多的奢求，希望他好好的就好了。[心][心][心][心]        ,0
没有橘的橘猫,5617148095,1,2020/4/3 19:27,李医生，我按捺住了无数次取关拉黑他的冲动，真的很难受[泪][泪][泪][泪][泪]        ,0
没有想好lemon,6379245610,6,2020/9/8 23:26,李文亮医生，我今天真的不开学，但是听说大家都在你的微博下面评论，所以我也来了，希望自己在备考的路上能专心致志[微笑][微笑]        ,1
玫瑰跃入海中,5690304918,6,2020/9/13 15:22,在吃锅巴，蛋黄味的，很好吃，过会要去学校啦，在作文里写了您        ,1
莓汽蛋蛋,5130678341,4,2020/9/14 14:10,高考后在打工 我发现赚钱很累 长大好累        ,0
莓汽蛋蛋,5130678341,0,2020/3/20 0:22,写下那三个字的心情是怎样的        ,0
梅朵Bordeaux,6476350839,4,2020/11/17 2:34,文亮学弟，记得武汉疫情期间，欧洲的华人全心全意地支持着祖国；现在欧洲遭难，真希望也能得到祖国人民的祝福。晚安，我不会忘了你。祝福你的家人和孩子们。        ,0
每天都想吃原味蛋挞,5228529009,8,2020/10/30 19:40,李老师 明天我就要考试了 作文的素材好多都是你 心里好难受..想你了 来看看你        ,1
美妮美妮朵朵朵,1009691744,7,1月1日 02:18,我很想念你 作为一名医学生把您作为榜样 我还把微信个签改成了你的 理论是灰色的 生命之树常青        ,1
美妮美妮朵朵朵,1009691744,0,1月1日 02:17,新年快乐一年了        ,1
孟南城honey,5735371971,1,2020/4/4 13:02,走好走好，愿您再来之时，祖国已盛世繁荣        ,1
孟南城honey,5735371971,2,2020/4/3 0:53,我想跟李医生考一样的大学，做一个为人民服务的好律师，愿您能保佑我        ,1
梦2入0京2华0,7398965237,0,1月31日 21:11,闹心闹心。科学防        ,0
梦2入0京2华0,7398965237,3,2020/12/30 18:47,一年了，正确的集体记忆基本形成了。        ,0
梦start铭,6990818040,1,2020/8/14 8:34,李叔叔，你好呀，今年高考我考得挺不错的，您听到了吗？        ,1
梦想在流浪-,5933336041,0,2020/5/19 0:54,晚安        ,0
梦想在流浪-,5933336041,1,2020/5/5 23:44,晚安        ,0
梦想在流浪-,5933336041,0,2020/5/4 20:39,节日快乐！        ,0
梦想在流浪-,5933336041,1,2020/5/2 23:48,安.        ,0
梦想在流浪-,5933336041,3,2020/5/2 23:22,妈妈一直让我在学校回家没事去看看外婆 我天天就知道玩什么也不懂 直到走了以后才晓起来        ,0
梦想在流浪-,5933336041,8,2020/5/2 23:20,你去世当晚我哭了这是我20之后第一次哭 被你的行为感动 晚上哭的有点难过第二天起来就收到外婆的去世的消息可能你们坐同一列车去的 希望你们能够好好的（小时候外婆带大的 ）最后一面也没见上        ,0
米阿921,2180522802,1,2020/12/30 13:28,李老师。祝好。不管在哪里。        ,0
米果果_喵喵舞,3196240854,17,2020/9/8 21:14,师兄，今天是你接受全国人民心中表彰的日子[作揖][给你小心心]        ,0
喵先森不孤单,6408660642,5,2月11日 21:27,老李，愿平行世界有光，而我们有你。        ,0
喵先森不孤单,6408660642,2,2020/12/17 2:55,安好！        ,0
喵先森不孤单,6408660642,2,2020/12/17 2:54,梦里求生欲望真的强，给几个挚友发了信息告别，那时候的自己还是想活的，简单回顾了这一生，遗憾居多。 谢天谢地，终于梦醒了，醒来摸了摸胸口，有点冰凉，甚至有点酸痛，再三确认，嗯，是一个梦。 老李，你也曾病榻侧卧，其中滋味，定是煎熬难耐罢，多希望你当初就像我这般，是一场梦。盼你于平行世界        ,0
喵先森不孤单,6408660642,0,2020/12/17 2:52,老李，刚做了一个梦，这辈子最完整最符合逻辑的一个梦了，梦的主题是死亡。不禁嗟叹，人生如梦。 梦见正在读高三的自己得了尿毒症，校园卡上标注着我的名字和母校，自己时日不多。 梦境是一次完整的治疗过程，从扎针，胸口遍布导管，到血液回流，到最后点滴打完吸入空气，抽搐，到自己按报警器叫护士。        ,0
喵先森不孤单,6408660642,0,2020/10/19 4:36,亮哥，这阵子过得有点乱，好一阵子没来看看你了，也不太想和外部的世界有过多生活上的联系，我觉得自己挺孤独的。父母可能觉得我没心没肺吧，因为我还没有成家，这个问题到了这个人生节点对于我和父母两个立场的人来说，真的都挺难的，希望百事顺心，万事顺遂吧。        ,0
喵先森不孤单,6408660642,3,2020/9/29 1:04,人生，什么是值得，什么珍贵，爱什么，恨什么？人和人毕竟是不一样的，愿自己活的清楚一点，毕竟，活着本身就很有意义，活着本身就是一件不容易的事，活着，嗯，好好的活着，哪怕我们最终都会死去，毕竟整个宇宙最终都会死去。不管你生你死，不管我生我死，状态不一样罢了，我真的挺想交你这个朋友。        ,0
喵先森不孤单,6408660642,4,2020/9/29 1:04,老李，过来和你说说话。最近在读社会历史学、哲学方面的书籍，在历史长河中，宇宙的大空间里，人真的很渺小，甚至整个智人族群都是沧海一粟，有时候也会问自己，活着的意义？        ,0
喵先森不孤单,6408660642,5,2020/9/25 23:51,老李，我又来和你唠嗑了，愿平行世界的你一切都好。人活一颗心，牵挂世上人，我会永远热爱生活。        ,0
喵先森不孤单,6408660642,5,2020/9/19 2:41,老李，深夜又来叨扰，闭上眼，你戴着口罩的模样，就像约定的老朋友一样，刻在脑海里。天忽的就凉了，就眨巴眼的功夫，时间可太快了，一点点偷走了老父母的黑发，我知道他们心疼我，可我看着他们，我也心疼着嘞，世间唯一对不住的，放不下的就是他们。感觉今年经历了很多事情，又感觉什么都没经历。        ,0
喵先森不孤单,6408660642,10,2020/9/13 0:25,老李，今天拍夕阳的时候，一架飞机闯入了镜头，结果就拍了两张夕阳。九月可真快，今晚英超揭幕战，我喜欢的红军对阵利兹联，上旬读了三体1，中下旬计划完成三体全系列阅读，还有梦的解析。YNWA.        ,0
喵先森不孤单,6408660642,5,2020/9/7 21:20,老李，上个月读了一本勒庞写的大众心理学书籍，叫乌合之众，人变成众之后，破坏性的一面显露无疑。2020的抗疫就好比抗日战争，眼睁睁的看着事态恶化，总会有大良知的人打响第一枪，我们都是历史中的一粟，而你终究是会被后人铭记的。我敬你，喝一杯。        ,0
喵先森不孤单,6408660642,12,2020/9/4 0:50,老李啊，刚刚在中国人体器官捐献志愿登记了，只登记了眼角膜，人体组织和其他的都没有捐献，说真，我还是有点怕，只是意外和明天，不知道哪个会先到来，如果我生命的深度有限，那我希望能延续生命的长度。活着，我会努力的活着，若意外发生，我也会坦然接受。晚安。        ,0
喵先森不孤单,6408660642,5,2020/9/1 23:40,老李呀，今天老妈给我发消息，暗示我该把婚姻放在心头了，她说到了她这个年纪，有点急了，我宽慰她，我不会不结婚，让她放宽心，保重身体，闲人的话别放在心上。其实，我何尝不能理解一个母亲的心情呢？可怜天下父母心，做儿女的，感觉有愧于他们。        ,0
喵先森不孤单,6408660642,7,2020/8/27 13:19,老李呀，不管时间过去多久，我都认你是个英雄，多想有个机会喝顿酒，        ,0
喵爪噜噜,2154870812,1,2020/4/4 9:05,[蜡烛][蜡烛][蜡烛]希望这社会能真的有所改变        ,0
喵爪噜噜,2154870812,5,2020/3/31 22:15,李医生，湖北刚治愈的肺炎病人又对医生举起了拳头，你作何感想？我想问问这世上为什么这么多自私自利，不遵守规则的人呢？这人间值得，但医学救不了所有人。        ,0
喵爪噜噜,2154870812,7,2020/3/27 11:48,航线压缩，外国人不让进了，上海压力太大了，我们还在坚守，所幸的事输入的暂时没有危重症，一定会有胜利那一天        ,0
妙蛙井井,5915322312,2,2020/12/30 21:53,明天就是2020年最后一天啦，可惜我要考试呜呜呜呜，2021年快来啦，祝你新年快乐！        ,1
咩咩咩咩kkk,6192162290,0,2020/12/27 23:00,活着有点泪呢 我不学医啦 晚安        ,1
明里同学要一直努力,6576678866,2,6月25日 16:41,李医生，好希望明年能够研究生上岸呀        ,0
冥王星上的铛铛君是一只毛毛,2339176544,21,2020/3/28 23:31,前辈您好，我无数次来到您这里看望您，几乎都是在我值夜班的夜晚，几乎每次我都要落泪。学医之后，更懂得人的渺小，对待疾病我们有太多无奈，人类的未来有更多坎坷，我们也有更多困难。我能做的，只是会在未来的某天查房的早上，和我的学生说起2020这个难忘的开头，说起我们的前辈里曾经有过你。晚安。        ,0
