序号,用户,id,点赞,时间,内容,label2
1015,丶杨小样o,5523577242,2,5月16日 20:26,李医生好久不见！4月自考过了，虽然分数不咋好看，但还是很开心！7月还要继续加油！还有我找到了我的那个她[嘻嘻]        ,
1016,丶杨小样o,5523577242,0,2月11日 22:26,李医生，新年快乐！！        ,
1017,倾国亦倾城8,5527639491,1,7月17日 20:49,好久不见，最近我也加入了陪读的队伍，带着儿子租房子了，找了一个离学校近的地方。生活不易        ,
1018,倾国亦倾城8,5527639491,0,2月25日 20:59,明天正月十五元宵节了，记得吃元宵啊。        ,
1019,倾国亦倾城8,5527639491,2,2月14日 10:23,李医生情人节快乐。新年快乐。        ,
1020,醉舞华清,5537048874,0,8月17日 16:21,天天忙，稍微闲下来就刷国务院客户端风险区。        ,
1021,醉舞华清,5537048874,2,8月16日 22:18,记得2020年1月20号那天 ，是我考上基层公示的最后一天，我上街溜达，还去西餐厅吃了饭，刷手机刷到“新型冠状病毒”字样，还以为是谣言呢。        ,
1022,醉舞华清,5537048874,1,8月11日 18:14,每天市中心市区南大门10公里往返，从事疫情防控工作，不敢见前几天从外省回来的男朋友，不敢去有小孩的亲戚家串门，希望疫情赶快过去。        ,
1023,醉舞华清,5537048874,0,8月11日 18:07,今日新增中高风险点位个位数，新增确诊病例两位数，我已经看到胜利的希望，希望一切都好转 。        ,
1024,醉舞华清,5537048874,1,8月10日 07:01,在这里我说一句，什么时候这波疫情结束恢复正常秩序?那就是连续28天没有新增确诊病例之后。大家一起加油，请大家积极配合防疫，目测国庆节前后能恢复。        ,
1025,醉舞华清,5537048874,0,7月23日 20:38,终于迎来了不用太倒时差的奥运会了 ，希望人类永无战争，流行疾病和天灾。        ,
1026,醉舞华清,5537048874,1,7月14日 20:11,李医生，昨天我们承德1名乡镇干部不幸殉职，难过。        ,
1027,醉舞华清,5537048874,0,7月2日 20:49,今天我家附近事业编招考公告我能报的岗位太少还三不限心情不好，努力吧 ，劳务派遣们天天受选调生们的气，希望幸运能降临。        ,
1028,醉舞华清,5537048874,1,5月22日 14:17,见到袁爷爷了么？        ,
1029,醉舞华清,5537048874,3,4月28日 22:48,看到现在还有人评论，我也就放心了        ,
1030,醉舞华清,5537048874,3,4月3日 20:56,请大家积极主动打疫苗，现在到所近的社区或村组织登记可以免费打疫苗了。        ,
1031,醉舞华清,5537048874,3,4月3日 20:55,我们从事防疫工作 ，付出精力体力动员大家打疫苗，希望我们的努力能够换来人类彻底战胜病毒，换来疫情爆发之前的状态。今生能参与到能够载入人类史册的抗疫活动中的人，都是幸运的。        ,
1032,醉舞华清,5537048874,1,2月22日 04:12,听说藁城降为低风险了，河北都是低风险区了，我激动得差点掉眼泪。        ,
1033,不知冷暖的怪,5547915099,1,8月7日 09:27,李老师 疫情还是很反复 工作量越来越大 沟通也越来越难 随时待命去广福 有点累 很累 希望疫情快些结束吧…        ,
1034,安静的小行星,5552488978,0,8月17日 14:30,不知道能不能开学了啊        ,
1035,我真是小可爱啊,5574908457,2,7月23日 13:37,学考成绩要出了，希望能有4A吧！        ,
1036,7ironcan,5585936519,0,7月15日 21:14,好久没来啦 我快考完期末了 肝损伤也好很多了！[失望]        ,
1037,7ironcan,5585936519,1,3月29日 10:30,早上好        ,
1038,恬辣妹子,5610371854,4,7月30日 17:18,李医生，我监理工程师考试过了，我太高兴了。还记得考前，我焦虑得都快崩溃了。后来我给你发消息，大家看到了都鼓励我。今天，成绩一出来，我就来告诉你，也谢谢鼓励过我的朋友们，谢谢大家！        ,
1039,教音乐的李老师,5614384170,0,7月28日 19:00,李医生，我又来学校值夜班啦[二哈]        ,
1040,教音乐的李老师,5614384170,0,7月20日 19:35,李医生，我来值夜班啦[憧憬]        ,
1041,教音乐的李老师,5614384170,2,7月13日 09:40,李医生，我喜欢了一个没有结果的人[悲伤]        ,
1042,教音乐的李老师,5614384170,1,6月30日 09:39,李医生，刚监完考[太阳]        ,
1043,教音乐的李老师,5614384170,0,6月27日 18:27,明天又要上班啦，李医生[二哈]        ,
1044,教音乐的李老师,5614384170,1,6月25日 09:53,李医生，上午好呀！        ,
1045,教音乐的李老师,5614384170,0,5月31日 12:18,李医生，中午好啊！        ,
1046,PiZriH_94,5626180285,0,8月3日 08:38,李医生早上好[心]        ,
1047,PiZriH_94,5626180285,2,7月22日 23:59,李医生 晚安 最近开始忙起来了还是决定重新开始一次 再努力一次考编 这样忙的时间反而觉得自己心里空落落的 好像什么不在一样 我们这边疫情一直都没有好 反反复复 你说这个世界还会好吗[心]        ,
1048,PiZriH_94,5626180285,1,7月18日 14:24,从去年开始考编到今年也一直再坚持 我想 这个世界还会好吗        ,
1049,奶一口寒,5629621469,1,8月18日 23:24,李医生 我真不想长大 想永远呆在家里        ,
1050,奶一口寒,5629621469,1,8月18日 16:45,李医生，我总是觉得我的朋友没有我喜欢她们那样喜欢我，但是我又舍不得        ,
1051,奶一口寒,5629621469,0,8月16日 20:03,李医生，今天听大人聊天，一个哥哥还没有女朋友，大家在开玩笑说怎么帮他找媳妇。是不是到了年龄家里人都会着急呢        ,
1052,奶一口寒,5629621469,1,8月15日 01:09,李医生 今天接到通知 江苏又推迟开学啦 疫情还在反复        ,
1053,奶一口寒,5629621469,3,8月15日 01:08,李医生，和你分享我的开心情绪，喜欢这种情绪外露的瞬间[心]         ,
1054,奶一口寒,5629621469,0,7月16日 02:41,李医生，如果去年我听话又懂事，不出省读书呆在省内离家近就好了。        ,
1055,奶一口寒,5629621469,0,6月15日 02:17,李医生，我好想爸爸[悲伤]        ,
1056,奶一口寒,5629621469,1,6月13日 09:00,李医生，我突然好害怕长大要面对一切        ,
1057,唯物辩证法的发展观,5633530301,0,今天 10:06,陈琳陈琳[哆啦A梦微笑]陈琳加油加油        ,
1058,唯物辩证法的发展观,5633530301,0,今天 10:06,医师节快乐呀 李医生[掌宝卖萌]        ,
1059,唯物辩证法的发展观,5633530301,1,8月18日 07:29,陈琳陈琳陈琳加油[掌宝卖萌]        ,
1060,唯物辩证法的发展观,5633530301,0,8月18日 07:28,早上好呀        ,
1061,唯物辩证法的发展观,5633530301,0,8月17日 09:21,陈琳 陈琳 陈琳加油！[掌宝卖萌]        ,
1062,唯物辩证法的发展观,5633530301,2,8月14日 06:04,李医生&nbsp;&nbsp;&nbsp;七夕快乐[哆啦A梦微笑]&nbsp;&nbsp;我要和陈琳好好的呀 加油 希望能够收到学校的面试通知&nbsp;&nbsp;这样就能够留在她身边        ,
1063,唯物辩证法的发展观,5633530301,2,8月13日 06:39,李医生好，我特别特别想和陈琳好好的！祝她今年上岸！加油加油！我以后绝对不干扰她的状态！        ,
1064,一颗老你你们,5635530364,0,8月5日 22:46,对不起啊，对不起，对不起，我不想当医生了，化学和数学太糟糕了，我好迷茫，我自己一直不停的在否定自己，一直在害怕现在作业还没交，我写的特别慢错的特别多我好累，还有两年我感觉好遥远[悲伤]        ,
1065,一颗老你你们,5635530364,1,2月27日 18:45,李医生我妈妈对我真好，我都不知道该怎么回报了，她真的太好了，可是怎么有我这样的孩子呀        ,
1066,一颗老你你们,5635530364,4,2月21日 18:35,春天来了，风暖暖的，武汉的樱花也开了，我等着夏天到来        ,
1067,你看我还在呢,5635778283,1,8月15日 15:56,李医生&nbsp;&nbsp;考公好难啊三不限好难啊&nbsp;&nbsp;我真的觉得我考不上&nbsp;&nbsp;但我不能说啊&nbsp;&nbsp;我都辞职了&nbsp;&nbsp;没有什么退路&nbsp;&nbsp;还在家啃老全职备考呢&nbsp;&nbsp;我每天都好焦虑啊&nbsp;&nbsp;好累        ,
1068,炒土鸡蛋,5655359682,3,7月17日 01:07,李医生，今天我和朋友们逛了一整天，晚上还看了电影，好开心很激动，现在都睡不着～明天要开始减肥了，因为女儿的毕业典礼上我要和女儿一起上台表演，心里还是很紧张的～我买了一条连衣裙，准备明天穿～没人倾诉，有来打扰你了，晚安。        ,
1069,小盐小盐又帅又甜,5659694125,0,8月17日 22:31,李医生，我们要是能开学就好了啊        ,
1070,小盐小盐又帅又甜,5659694125,1,5月1日 00:44,劳动节快乐老叔！[悲伤]愿普天下的劳动人民都能快乐        ,
1071,小盐小盐又帅又甜,5659694125,1,4月27日 17:51,最近没有很开心的事。        ,
1072,小盐小盐又帅又甜,5659694125,4,4月24日 10:25,我会在自己的位置上做出我的贡献 就像你一样        ,
1073,小盐小盐又帅又甜,5659694125,1,3月27日 23:13,很怀念自己之前写的一篇文章，大家都说写得好写的有灵性有文采，可是我却一个字也记不得了。现在就是个loser，还不如去挣点钱的好，这书念都白念。唉，生活到底会不会好呢？你们拼了命保护我们，可我们依旧过不好，对不起你们也对不起自己。想抽根烟，唉。        ,
1074,小盐小盐又帅又甜,5659694125,0,3月27日 23:08,李医生，成年人的愁是愁，年轻人的愁就不是愁了吗[困]人人都有愁 可是为什么非得拉踩呢        ,
1075,小盐小盐又帅又甜,5659694125,3,3月19日 15:15,上课又提到你了，来看看你，唉        ,
1076,精神小妹在线发牌,5660936807,1,8月3日 23:30,想cua的一下回到20年之前 有办法没        ,
1077,精神小妹在线发牌,5660936807,0,7月28日 00:14,有没有考CPA的、今年考税法和战略，闹心啊[二哈]        ,
1078,精神小妹在线发牌,5660936807,1,7月20日 13:29,中午好[康乃馨]        ,
1079,精神小妹在线发牌,5660936807,4,7月20日 13:29,广东回东北参加你的婚礼。主持人有很多问题，你回答的很干脆，直到问到有没有红颜知己，你突然想了一会，大家都笑了，而我心情很奇怪。曾经你值班后总会来接我去吃盼望已久的美食，细心的记得很多事情。其实我们只是在普通朋友以上。你很喜欢听的这首歌，感谢你特别邀请，来见证你的爱情。我只是嘉宾        ,
1080,精神小妹在线发牌,5660936807,0,5月28日 21:45,来到这里 像打开疫情前生活的大门[心]        ,
1081,精神小妹在线发牌,5660936807,3,5月28日 18:05,看了一天的书📖 还在减肥 好饿[伤心]        ,
1082,精神小妹在线发牌,5660936807,0,5月27日 10:39,同时备考cpa和律师🍐好大&nbsp;&nbsp;上火啦 嗓子里好像长了个水泡 医生看看吃点什么💊好        ,
1083,精神小妹在线发牌,5660936807,2,5月24日 23:20,又看了一遍花样年华，婚外情真是说不清道不明，自己一定要有自控力，问心无愧才行。希望疫情早日退散啊        ,
1084,精神小妹在线发牌,5660936807,1,5月24日 00:17,"这个周末发生太多事情，疫情之后世界都变啦，后知后觉的我不太适应，好想回到世纪初没有智能手机的时候啊。Gooooooood night, Doctor Lee [杰瑞]        ",
1085,我也不知道我的ID为什么那么长,5670260457,6,今天 01:19,李医生，我目前唯一的愿望是想赶紧上岸，好好赚钱让爸妈不用那么辛苦，他们辛苦了大半辈子了，想带他们四处玩玩。也不知道这两年能不能实现这个愿望[悲伤]。        ,
1086,我也不知道我的ID为什么那么长,5670260457,1,8月18日 00:52,晚安        ,
1087,我也不知道我的ID为什么那么长,5670260457,7,8月18日 00:18,李医生，这里的人都好善良，好温馨。        ,
1088,我也不知道我的ID为什么那么长,5670260457,4,8月18日 00:00,李医生，毕业两年了，我还没有考上编制，压力好大[悲伤]        ,
1089,我也不知道我的ID为什么那么长,5670260457,1,8月6日 21:39,李医生，毕业两年了，今天教师招聘成绩出来了，很不理想。看着逐渐变老的父母，好恨自己，他们对待我如宝，我却从未让他们骄傲过…        ,
1090,我也不知道我的ID为什么那么长,5670260457,0,8月1日 15:02,李医生，今天教师招聘我又考砸了，我到底什么时候才能上岸[泪]。压力好大        ,
1091,我也不知道我的ID为什么那么长,5670260457,1,6月6日 10:05,亮哥[太开心]        ,
1092,任小狗越来越nb了,5676489023,7,7月27日 10:23,在上课 您又被提到了         ,
1093,喜欢我好吗好的,5677712375,0,7月23日 01:07,睡吧，晚安。        ,
1094,喜欢我好吗好的,5677712375,0,7月23日 01:07,好像没有上次准备的充分，整个人比上次懒惰了。        ,
1095,喜欢我好吗好的,5677712375,0,7月23日 01:06,李医生，祝我明天考试顺利，我怎么又考试我的天。        ,
1096,喜欢我好吗好的,5677712375,0,7月15日 02:03,夜班好烦，我真的好容易受周围人情绪的影响，本来是心情还不错，硬生生搞负能量了，想念以前的组长。        ,
1097,喜欢我好吗好的,5677712375,0,5月18日 03:08,不敢想，但是必须解决的问题        ,
1098,喜欢我好吗好的,5677712375,0,5月18日 03:08,我的人生面临一个重要的问题        ,
1099,喜欢我好吗好的,5677712375,0,5月18日 03:07,哎，半夜醒来失眠了        ,
1100,喜欢我好吗好的,5677712375,1,4月26日 02:53,李医生，为什么有的人生来就性格很好，至少让人感觉性格很好，而且不会怕生，就是感觉和第一次见面的同事，第一次共识事的人也能应付得来，说话做事不会胆怯不会想来想去开不了口或者怕说错做错。我也好想成为这样的人。是自信心不足的原因吧，应该也有这个原因。        ,
1101,喜欢我好吗好的,5677712375,1,4月26日 02:51,好想休息哦        ,
1102,喜欢我好吗好的,5677712375,2,4月26日 02:50,明天还是一个夜班        ,
1103,喜欢我好吗好的,5677712375,0,4月26日 02:50,又是一个夜班        ,
1104,喜欢我好吗好的,5677712375,4,3月30日 23:25,李医生，我最近为什么越来越不自信，越来越看重别人的看法，想像那种性格很好的人一样可以随意又轻松的和同事开玩笑说话，我却不是那样的人，觉得自己好古板啊，好慢热啊，话越来越少了，有时候别人跟我说话我都不知道接什么，然后也不太会开玩笑，好气啊。以前好像不是这样的。        ,
1105,喜欢我好吗好的,5677712375,0,3月17日 23:11,我真的对他有点失望了，从不低头认错，不要说认错，从不退让，每次都是我，你的气怎么这么久都消不了吗？是有多大的仇了？每次都是冷战，然后我先说话，然后才能没事，一句气哼哼的你今天已经够累了不想多说了把我打发了，我无语了，是我上赶着和你说话了是吗？真的不知道说什么好了。        ,
1106,喜欢我好吗好的,5677712375,0,3月16日 22:58,讨厌他一有什么矛盾就提高声调喊，我说别凶，他还反驳说那也叫凶？&nbsp;&nbsp;那他吗不叫凶叫什么？        ,
1107,喜欢我好吗好的,5677712375,5,3月16日 12:12,我来了李医生，临床实践考过了[鼓掌]不容易啊，我昨天夜班只睡了一个小时，今天考到中午十一点，头都要掉了，不过幸好过了，放心了，能领奖金了，能申请工号了，我也和别人一样了。努力还是有用的。        ,
1108,喜欢我好吗好的,5677712375,3,3月14日 19:05,李医生，当护士好烦哦要背好多东西，后天就要考试了，希望能顺利通过，通过通过！！！！加油啊。        ,
1109,喜欢我好吗好的,5677712375,0,3月11日 03:55,李医生，我要是有预知未来的能力就好了        ,
1110,喜欢我好吗好的,5677712375,1,3月1日 02:09,李医生，今天是夜班，明天下夜班要考试，我的临床实践啊我计划又拖延了一个月了我的天，明天一定要考了他！！！！希望通过。加油啊啊啊啊啊。通过了我再来跟你说哈。        ,
1111,MinueGray,5678764356,2,7月16日 15:24,今天开始努力看书！努力考编！做对社会有用的人！        ,
1112,MinueGray,5678764356,1,7月8日 21:39,你还好吗？        ,
1113,MinueGray,5678764356,2,7月8日 21:39,希望自己能考编上岸成功        ,
1114,MinueGray,5678764356,0,3月27日 09:15,4.13我就去打疫苗啦        ,
1115,朱想不通max,5682077374,0,7月30日 09:09,为什么我的体检之路这么坎坷，不会最后卡在体检上吧[泪]        ,
1116,朱想不通max,5682077374,1,7月29日 18:16,被要求明天复检心电图检查，心慌慌😱        ,
1117,朱想不通max,5682077374,1,7月23日 09:25,李医生，祝我明天体检顺利        ,
1118,朱想不通max,5682077374,5,7月19日 19:26,李医生，我上岸了[泪]        ,
1119,朱想不通max,5682077374,2,7月19日 17:04,李医生，祝我逆袭成功吧[加油]        ,
1120,朱想不通max,5682077374,1,7月19日 17:04,希望上天能眷顾我，明天有好事发生[泪]        ,
1121,朱想不通max,5682077374,0,7月19日 16:53,我到底要经历怎样的颠簸流离，才配得上编制        ,
1122,朱想不通max,5682077374,0,7月19日 13:18,生活好难！        ,
1123,朱想不通max,5682077374,0,7月19日 13:18,早点做好上不了岸的准备吧        ,
1124,朱想不通max,5682077374,0,7月18日 17:36,唉😮‍💨感觉逆袭难        ,
1125,朱想不通max,5682077374,0,7月18日 02:55,卑微考编人[泪]        ,
1126,朱想不通max,5682077374,0,7月18日 02:53,希望几天之后能听到好消息，考完了反而更焦虑了        ,
1127,朱想不通max,5682077374,0,7月17日 22:49,希望修订之后的分数对我友善点[泪]我太想逆袭成功了，我太想上岸了，拜托拜托了        ,
1128,朱想不通max,5682077374,0,7月17日 22:47,太难熬了，什么时候才是个头        ,
1129,朱想不通max,5682077374,0,7月17日 15:38,我真的考累了😭        ,
1130,朱想不通max,5682077374,1,7月17日 15:37,希望最后的修订分不要太难看[泪]        ,
1131,朱想不通max,5682077374,0,7月17日 15:37,希望上天可怜可怜我，让我逆袭成功吧[泪]        ,
1132,朱想不通max,5682077374,1,7月16日 23:34,明天面试要加油啊，自信大方微笑我可以的，祝我不卡词，逆袭成功，冲冲冲！        ,
1133,朱想不通max,5682077374,2,7月16日 21:18,祝我逆袭成功        ,
1134,朱想不通max,5682077374,0,7月16日 21:17,希望明天好运爆棚[奥特曼]        ,
1135,朱想不通max,5682077374,0,7月16日 12:20,我明天会有好运的是不        ,
1136,朱想不通max,5682077374,0,7月16日 00:12,考编人好累啊😔        ,
1137,朱想不通max,5682077374,0,7月16日 00:11,古诗也没有写，要是真的考古诗我就彻底的完蛋了，😮‍💨        ,
1138,朱想不通max,5682077374,0,7月16日 00:11,难道我又得重新来过一年😮‍💨        ,
1139,朱想不通max,5682077374,0,7月16日 00:10,稿子记不住词，总是卡，我该怎么办，明天就面试了😮‍💨        ,
1140,朱想不通max,5682077374,1,7月15日 00:30,后天就要面试了，稿子还不熟，还会卡词，😮‍💨 请赐我一点好运        ,
1141,朱想不通max,5682077374,1,7月13日 13:39,我不想再待海里了，我想游上岸[泪]        ,
1142,朱想不通max,5682077374,1,7月13日 13:35,希望今年的教招对我仁慈一点        ,
1143,朱想不通max,5682077374,1,7月10日 15:37,下个礼拜就面试，我感觉我绷不住了，已经处于崩溃的边缘了！        ,
1144,朱想不通max,5682077374,0,7月8日 00:37,😮‍💨        ,
1145,朱想不通max,5682077374,0,7月3日 22:31,最近颓废了好几天，有点盲目😮‍💨        ,
1146,朱想不通max,5682077374,0,7月1日 20:25,备考每一天，烦躁每一天，焦虑到炸毛，然而却依旧看不进书，写不进稿子，拿着手机不知道在干啥😮‍💨        ,
1147,朱想不通max,5682077374,0,6月30日 16:30,被面试支配的恐惧        ,
1148,朱想不通max,5682077374,0,6月24日 22:57,我希望赶快出公告，但是又怕失败        ,
1149,朱想不通max,5682077374,0,6月22日 15:10,每天都很焦虑[过招]        ,
1150,朱想不通max,5682077374,1,6月19日 23:04,今年不知道能不能逆袭成功，心中只有一个念头不想再为了考试去放弃太多的东西了，我今年必须得争口气，前面两次入围我都没能好好把握，这次真的不能再输了[加油]        ,
1151,朱想不通max,5682077374,0,5月28日 21:50,李医生，我第三年参加教招面试了，希望今年能逆袭成功        ,
1152,朱想不通max,5682077374,0,5月18日 22:52,希望明天教招能入围[泪] 从21岁考到24岁 我的人生似乎只有考试 我真的不想再背教宗了 谁能拯救我[泪] 我要自闭了        ,
1153,朱想不通max,5682077374,0,5月16日 23:43,明后两天要出教招成绩了，我已经做好船翻重新起航的准备了[泪]        ,
1154,朱想不通max,5682077374,0,4月26日 00:42,“我记得你喜欢过我 或许我记错了吧…”安        ,
1155,朱想不通max,5682077374,3,4月24日 12:30,人生会碰到很多心动的人，可能误以为那是喜欢，其实也不过是某一刻的好感，毕竟心动不是答案，心定才是        ,
1156,朱想不通max,5682077374,1,4月22日 16:17,就很奇怪 没有争吵 没有矛盾 就是我发了信息给你 你没回 就很默契的不再联系 ——犯困的午后        ,
1157,朱想不通max,5682077374,0,4月21日 18:33,尽管己经做好了心理准备，但再次被丢下的时候，还是难过了很久。        ,
1158,朱想不通max,5682077374,1,4月21日 00:22,真的很讨厌很讨厌很讨厌冷暴力！        ,
1159,朱想不通max,5682077374,3,4月19日 00:23,虽然有点难过，但是及时止损或许是最好的选择！        ,
1160,李子子s--AAA,5682408970,0,7月29日 19:01,老师，我考临床，现在在选考科室，心血管还是妇产        ,
1161,怪叔叔的冰糖葫芦,5715213398,0,7月25日 12:29,李医生，我招教又没考上，身边的小伙伴一个个都上岸了，我还在徘徊，怎么办[悲伤]        ,
1162,怪叔叔的冰糖葫芦,5715213398,0,5月19日 14:55,老李，你说我可以幸运一点点，然后再幸运一点点么🙋        ,
1163,怪叔叔的冰糖葫芦,5715213398,0,5月19日 14:54,心情不好就来看看像阳光一样的老李[太阳]        ,
1164,有1点累,5719698023,0,8月15日 21:44,差点勇气        ,
1165,有1点累,5719698023,0,8月12日 22:11,李医生 晚上好        ,
1166,有1点累,5719698023,2,8月9日 13:47,希望毕业能去当兵        ,
1167,有1点累,5719698023,0,8月5日 23:16,晚安        ,
1168,有1点累,5719698023,0,8月4日 02:11,李医生，我失眠了        ,
1169,有1点累,5719698023,1,8月3日 01:49,最近烦心事有点多 慢慢来吧!        ,
1170,有1点累,5719698023,1,7月27日 00:14,会好的！        ,
1171,有1点累,5719698023,0,7月25日 19:44,李医生 晚上好        ,
1172,蔚海森林,5724597291,1,8月1日 04:10,李医生我拿了驾驶证6-7年昨天终于去练车了呢，激动和紧张不亚于当初学车的时候[污]        ,
1173,春日复暄,5729193116,0,7月31日 13:29,李医生，疫情又来啦，我们学校附近有确诊了，我好担心[悲伤]        ,
1174,里奈奈徐,5729490671,0,7月18日 16:42,李医生 钱好难挣啊 要技术没技术 要学历没学历 总是在面临着失业 好难啊 我真没用        ,
1175,关山月For,5732637202,2,8月1日 15:11,肠胃炎了一个星期，从100米都走得艰难，到慢慢有了背单词的力气。8月下旬就要考GRE和托福，时间已经非常紧张了，我好像还不够有紧迫感。在追梦的路上，我好怕好怕自己晃晃悠悠不够努力呀，不要自己投降。        ,
1176,久久笑眼,5741896586,2,8月17日 23:21,大家都来找李医生聊天啦，跟李医生说说自己的生活，世界的变化。我最近在备考，感觉没上岸就没法真正的开心。加油吧！        ,
1177,Alpenbelieve,5750961448,0,8月15日 21:28,现在德尔塔又有点之前的势头了，希望国家早日控制住，确诊人数清零。另外现在已经是秋天了，祝愿自己秋招顺利，找个好工作，通过中期答辩，顺利毕业！        ,
1178,笥月安,5752369515,1,8月10日 14:25,希望我能顺利留学，好害怕啊，唉        ,
1179,珂珂不熬夜_,5762717183,1,7月24日 23:25,明天教师编面试 四点半起床 现在有点睡不着 准备了很久学了很多书背了很多知识点 终于要有结果了        ,
1180,珂珂不熬夜_,5762717183,0,7月21日 23:26,晚安！        ,
1181,珂珂不熬夜_,5762717183,2,5月31日 00:59,李医生！我教师编进面了！也彻彻底底喝前男友断了！真好！！        ,
1182,珂珂不熬夜_,5762717183,0,5月20日 09:15,就像避风港        ,
1183,珂珂不熬夜_,5762717183,0,5月20日 09:15,早        ,
1184,珂珂不熬夜_,5762717183,0,5月3日 15:24,老师刚刚提到你了[心]都没有忘记        ,
1185,珂珂不熬夜_,5762717183,1,2月24日 23:53,下雨的声音很好听呀        ,
1186,珂珂不熬夜_,5762717183,4,2月23日 01:39,不如意事常八九 可与人言无二三        ,
1187,珂珂不熬夜_,5762717183,0,2月16日 04:47,早上好        ,
1188,珂珂不熬夜_,5762717183,0,2月13日 05:27,早        ,
1189,珂珂不熬夜_,5762717183,0,2月11日 21:30,新年快乐哥        ,
1190,加油吧山青青啊,5769224376,2,7月31日 00:15,李医生&nbsp;&nbsp;希望我的状态赶紧好起来 积极准备考试吧&nbsp;&nbsp;不论是看起来多么平凡的人生 都需要很多努力啊        ,
1191,考不到六分不改名,5775021607,2,8月14日 13:13,我觉得那些隐瞒行程导致大片感染的真的好烦这种人        ,
1192,考不到六分不改名,5775021607,0,8月14日 13:12,我最近去练口才了，感觉好开心呢，学成了可以交更多的朋友能让自己自信不紧张而且把自己的想法说出来哈哈        ,
1193,考不到六分不改名,5775021607,0,8月14日 13:10,七夕快乐啊        ,
1194,雨后茶几,5776848072,0,7月21日 13:26,[失望]我像好好上课了~但感觉好难呀~不想再抱怨了~        ,
1195,脏仔-13,5791009621,2,8月10日 09:59,李医生我们又要上网课了 疫情什么时候才能过去呢        ,
1196,脏仔-13,5791009621,0,2月16日 06:14,早李医生        ,
1197,小盐不太闲,5802714233,0,8月18日 21:45,李医生，因为疫情又开不了学了，好想开学啊        ,
1198,小盐不太闲,5802714233,1,8月18日 00:36,晚安        ,
1199,小盐不太闲,5802714233,0,8月16日 23:31,晚安，李医生        ,
1200,小盐不太闲,5802714233,0,8月16日 23:31,李医生，身边真的有很多wyf的粉丝，她们是理智的，却又伤心的，不敢看新闻，那是她们爱了很久的人（皮囊），他真的不止伤害了受害者，也伤害了她们的爱，真的好讨厌        ,
1201,磊磊逼家的小喷子,5812493107,2,7月26日 10:28,李老师，昨天病人跟自己爱人吵架后气不过，硬是来办公室跟我大吵一架，上次夜班半夜四点来病人，我好累啊，你当初肯定也经历过特别无助无奈又很累的时候吧，那我也继续努力吧。        ,
1202,夏松和桑,5819445540,1,7月18日 03:43,想跟叶果在一起 想考上叶果的单位[失望]        ,
1203,衰式半清,5831138720,5,8月5日 21:55,晚上好，李医生！我考上医学院啦，能像你那样吗[兔子]        ,
1204,一粒小糖子,5841937939,3,8月3日 22:12,李医生，告诉你一个好消息，我考上了，不知道你过得好不好        ,
1205,一粒小糖子,5841937939,1,6月23日 15:36,好久没来，一切正常        ,
1206,一粒小糖子,5841937939,2,5月22日 16:29,李医生，今天我们国家有两位院士走了。他们去到你所在的星球，在其他的国度里同您一起熠熠生辉。巨石陨落，国士无双，希望你照顾好这两位老前辈！        ,
1207,宗情2870,5846133932,1,7月29日 19:39,文亮老师，成都又确诊了三个，请你在天上保佑大成都度过这次难关[作揖]        ,
1208,三斤0922,5850662183,3,8月10日 07:27,早啊，李医生，终于过了科三，今天来考科四了，争取今天拿到驾照，祝我好运吧[哈哈]        ,
1209,三斤0922,5850662183,0,3月2日 22:04,李医生，我又来了，因为疫情，又一次上起了网课，希望能早点开学        ,
1210,心绪fairy,5856374396,0,8月11日 13:18,李医生李医生，我的驾照终于拿到手了。        ,
1211,心绪fairy,5856374396,1,7月30日 12:51,李医生李医生，我科三考过了，我考试真的太不容易了，我觉得考试一点也不难，和人周旋费了很大的力气，总教练批也不管，只会收钱，科二教练还行，科三教练，我的天太帅了，而且特别温柔，今天多亏了他，我爱科三教练。        ,
1212,心绪fairy,5856374396,0,7月29日 17:05,李医生，我明天要考科三啦，祝我一次过        ,
1213,心绪fairy,5856374396,1,7月11日 20:44,李医生，我和驾校教练吵架了，科三科四还没考，今天去举报，他们领导都向着他，我当时委屈的说不出来一句话，虽然最后问题解决了，但是还是很生气。        ,
1214,心绪fairy,5856374396,1,7月1日 18:16,李医生李医生，我科二考过啦        ,
1215,心绪fairy,5856374396,1,6月25日 19:56,李医生，我今天练车被教练骂哭了，希望一号一把过。        ,
1216,心绪fairy,5856374396,0,6月24日 13:07,李医生，今天要和孩子们说再见了，虽然平时他们可皮了，但是还有点不舍。        ,
1217,心绪fairy,5856374396,3,6月23日 10:18,李医生，我收到录取通知书啦。        ,
1218,心绪fairy,5856374396,0,6月22日 09:16,李医生，我要请几天假，不知道领导会不会同意。        ,
1219,心绪fairy,5856374396,1,6月5日 17:01,又要练车，又要上班，天气好热，我好累，希望驾照早日到手。        ,
1220,心绪fairy,5856374396,2,5月24日 13:01,李医生，我一边上班一边考驾照，报的驾校被我同学坑了，一言难尽，唉，好累呀        ,
1221,心绪fairy,5856374396,0,5月20日 22:24,李医生，我有学上了，虽然不是我第一想去的        ,
1222,心绪fairy,5856374396,1,5月19日 22:43,李医生，最近一直丧丧的        ,
1223,心绪fairy,5856374396,0,5月11日 21:06,李医生，今天上班第一天就加班了，说不出来的感觉。        ,
1224,心绪fairy,5856374396,0,5月10日 16:37,李医生，我科一过啦，明天去上班了。        ,
