用户,id,点赞,时间,内容,label2
南故笙烟crush,7294940637,0,4月15日 22:15,我觉得我的家人并不爱我。她们只爱钱。在我身上花钱。只是为了赚更多的钱        ,1
南故笙烟crush,7294940637,1,4月15日 21:31,我都不知道俺家亲戚给我发心灵鸡汤干啥。天天给我发。可烦死我了        ,1
南故笙烟crush,7294940637,0,4月10日 13:15,气的心脏疼        ,1
南故笙烟crush,7294940637,0,4月10日 12:40,李医生我真不是个好人。我好无奈啊！我真怕被毁了前途        ,1
南故笙烟crush,7294940637,0,4月9日 23:34,我又失眠了。        ,1
南故笙烟crush,7294940637,1,4月8日 09:46,李医生。为啥俺家长要教给我。七八十岁的沉稳。还有官场的人情世故，我这个年纪正是爱玩的年纪，我就无忧无虑的和我弟弟玩，她就说我不沉稳，我都快被逼死了        ,1
南故笙烟crush,7294940637,0,4月7日 10:56,总说为我好，关心那该死的成绩。却不教我如何为人处事，打击教育。害得我要自杀，我吃治疗躁郁症的药三年。她骂我装，后来不在想咋说话了！感觉没啥用。工作。学校，专业，任何事情都不问我的感受。我要疯        ,1
南故笙烟crush,7294940637,0,4月5日 17:06,不喜欢和家长沟通。原先被校园暴力。我都没给她说。因为她只会责骂我没本事。我现在冷血，暴躁。也是她一手培养出来的，结果自己不承认。到处给别人说我不好，我目前已经二十一岁了，这样的日子什么时候是个头        ,1
南故笙烟crush,7294940637,0,4月4日 07:34,受不了，天天东西被拿。自己东西被拿。你还不能发脾气。一发脾气。大人会说你不会让这你弟弟。我踏马想弄死他。还是表弟。一天天可恶心死我了 ​​​，一月回来一趟。回来一趟就拿我东西。还不如不回来        ,1
南故笙烟crush,7294940637,0,4月3日 12:22,天天被骂，我真受不了        ,1
南故笙烟crush,7294940637,0,4月2日 11:08,况且还有一点。我总不能在让俺大姑照顾俺爹吧！总不能在毁了俺大姑下半辈子吧！人家有自己的人生。我都长大了        ,1
南故笙烟crush,7294940637,3,4月2日 11:06,你说说，李医生。我有什么错。我爸爸身体不好，身边离不开人。我从小是俺大姑照顾我。好不容易快工作了。我回县城教书有啥错。他们非要说我没出息。说后半生把俺爸送养老院。我去大城市工作。一听我就来气了。我总不能不孝顺啊！大城市那么危险。我一个女孩子。我就想好好照顾俺爹。        ,1
南故笙烟crush,7294940637,1,4月2日 10:57,天天打着为我好的旗号，压榨我        ,1
南故笙烟crush,7294940637,0,4月2日 10:57,我踏马快疯了        ,1
南故笙烟crush,7294940637,0,4月2日 10:56,受不了家长语言暴力        ,1
南故笙烟crush,7294940637,0,4月2日 10:56,弄死我得了        ,1
南故笙烟crush,7294940637,0,3月29日 14:18,我做任何事情，她们都不满意        ,1
南故笙烟crush,7294940637,0,3月29日 07:10,[跪了][跪了]好累        ,1
南故笙烟crush,7294940637,0,3月28日 20:04,许嵩在等我几年。我一定会去你的演唱会        ,1
南故笙烟crush,7294940637,3,3月27日 22:59,我等的人，始终不会回来        ,1
南故笙烟crush,7294940637,0,3月27日 18:00,我真的好喜欢李猛啊        ,1
南故笙烟crush,7294940637,1,3月25日 21:53,我讨厌人家对我的生活指手画脚，打着为我好的旗号。改变我所有的想法。安排我的人生        ,1
南故笙烟crush,7294940637,1,3月25日 21:50,总有人会为了你，带着诚意而来。再次之前请你不要拥抱别人。        ,1
南故笙烟crush,7294940637,0,3月23日 22:32,生活太难了，让我一直喜欢的哪个男孩子。平平安安快快乐乐的吧！他一个男孩子，还要养他自己的媳妇。还要养活父母。太辛苦了。让他开心点吧！让我喜欢的人每天开开心心的吧！        ,1
南故笙烟crush,7294940637,0,3月23日 22:14,城南小陌又逢春，只见梅花不见人。 玉骨久沉泉下土，墨痕犹锁壁间尘。        ,1
南故笙烟crush,7294940637,1,3月23日 20:35,我看见这个世界很大 很多人活成了我喜欢的样子 所以我也想试试 ​​​        ,1
南故笙烟crush,7294940637,1,3月23日 20:32,我应该多看看德云社，好好学学规矩。老被人笑话        ,1
南故笙烟crush,7294940637,4,3月20日 20:20,就算我厌学，我也要升本成功，要读研究生        ,1
南故笙烟crush,7294940637,0,3月19日 08:57,我好想生病了，最近情绪一直不对劲。我不想让我家人知道。他们会让我终止学业的。我错了。我好痛苦        ,1
南故笙烟crush,7294940637,1,3月19日 08:33,心情一直差得很        ,1
南故笙烟crush,7294940637,0,3月19日 01:03,我好累        ,1
南故笙烟crush,7294940637,0,3月18日 22:21,压力太大了，心态炸了        ,1
南故笙烟crush,7294940637,1,3月18日 21:52,我扇了自己两巴掌，心情总算好点了        ,1
南故笙烟crush,7294940637,0,3月18日 20:48,压力很大，真的好难受        ,1
南故笙烟crush,7294940637,0,3月18日 20:48,最近心情真的差到极点        ,1
南故笙烟crush,7294940637,1,3月18日 20:20,崔雪莉我好想你        ,1
南故笙烟crush,7294940637,1,3月18日 20:20,心情差到了极点        ,1
南故笙烟crush,7294940637,1,3月18日 17:29,我不是爸的好女儿，也没当个合格的姐姐。我原先就是个混蛋。这几年我自己觉得一年比一年进步了。起码是个人了。真的。我会努力的        ,1
南故笙烟crush,7294940637,1,3月17日 22:25,我都搞不懂我自己为啥那么那么喜欢他        ,1
南故笙烟crush,7294940637,0,3月17日 21:51,黑龙江15岁女生弑母案，难以置信。这个女生真他妈可怕        ,1
南故笙烟crush,7294940637,0,3月17日 20:39,我希望我不是个卑微孤独自卑犯蠢的可怜倒霉蛋        ,1
南故笙烟crush,7294940637,1,3月16日 19:42,最近我的糟心事太多了        ,1
南故笙烟crush,7294940637,1,3月15日 22:05,加油，要有学上        ,1
南故笙烟crush,7294940637,0,3月15日 19:23,我真的是个人渣        ,1
南故笙烟crush,7294940637,0,3月15日 19:23,我感情状况。初二喜欢的男生，我目前大三了。我还喜欢。我大学期间看人家都谈恋爱了，我也谈恋爱。就拿一次。要我半条命。也没忘记一直喜欢的人。半夜十点打我电话，说自己在哪里。我过去找。结果一群人羞辱我。从那以后就没在谈恋爱。我怕了啊！        ,1
南故笙烟crush,7294940637,1,3月13日 20:10,我感觉我考不上本科，生活太苦了[允悲][允悲]专升本好难        ,1
南故笙烟crush,7294940637,0,3月13日 19:03,[允悲][允悲]        ,1
南故笙烟crush,7294940637,0,3月13日 19:03,不知道说啥，嗯嗯嗯，我爱李猛        ,1
南故笙烟crush,7294940637,0,3月12日 21:47,流浪猫早上就见了，晚上找不到它。祝它好运吧        ,1
南故笙烟crush,7294940637,0,3月12日 11:22,高数太难了😫        ,1
南故笙烟crush,7294940637,0,3月11日 20:44,我也不知道如何照顾流浪猫，我没有那么多钱        ,1
南故笙烟crush,7294940637,0,3月11日 20:43,今天捡到一只流浪猫        ,1
南故笙烟crush,7294940637,1,3月10日 22:42,我今年不要再喜欢李猛了        ,1
南故笙烟crush,7294940637,1,3月9日 21:58,专升本不知道能不能上岸，工作也没找到。愁死我了        ,1
南故笙烟crush,7294940637,3,3月9日 21:57,我对婚姻是真的恐惧，从我记事起俺家里经常因为我和我弟学费问题，还有钱的事吵架。周围领居，有丈夫殴打妻子。经常吵架的人。我的心理健康有点严重。经历不太好。真可怕        ,1
南故笙烟crush,7294940637,0,3月5日 21:50,我也是现实版的樊胜美        ,1
南故笙烟crush,7294940637,0,3月5日 21:37,活着太累了，真的好想自杀，坚持不住了        ,1
南故笙烟crush,7294940637,0,3月5日 21:05,我觉得我自己神经不正常        ,1
南故笙烟crush,7294940637,0,3月5日 21:05,没啥事，这段时间一直吃缓解躁郁症的药。        ,1
南故笙烟crush,7294940637,0,3月4日 21:35,我一直知道我喜欢的男生背后经常笑话我，其实我都知道        ,1
南故笙烟crush,7294940637,0,3月3日 21:31,要做的事情太多了        ,1
南故笙烟crush,7294940637,1,3月3日 21:30,我想把英语四级，英语六级，英语八级都过了        ,1
南故笙烟crush,7294940637,0,3月3日 21:29,我真的好累        ,1
南故笙烟crush,7294940637,0,3月2日 16:31,现在不想考驾照，原先哪个教练骂我一个月。搞的我现在还有心理阴影        ,1
南故笙烟crush,7294940637,2,3月2日 16:31,我一定要专升本上岸        ,1
南故笙烟crush,7294940637,0,3月1日 10:11,难受        ,1
南故笙烟crush,7294940637,0,2月28日 21:32,当时大一的时候，还拿刀想割腕。我把我胳膊上划可多口。怕死。就一直坚持吃躁郁症的药。没停过        ,1
南故笙烟crush,7294940637,0,2月28日 21:31,不知道为什么针对我，所有人都说是我的错        ,1
南故笙烟crush,7294940637,2,2月28日 21:30,今天晚上写作业，脑子里突然想起来，大一时。遭受校园暴力，被全班孤立。明明没做什么错事。家长也说是我的错。我到现在躁郁症也没好过。吃了两年的药。反反复复被刺激。唉        ,1
南故笙烟crush,7294940637,1,2月28日 20:17,天天梦见自己没有考上本科，专升本太难了        ,1
南故笙烟crush,7294940637,1,2月27日 20:26,吴孟达走了        ,1
南故笙烟crush,7294940637,1,2月27日 00:10,我好累        ,1
南故笙烟crush,7294940637,0,2月26日 23:27,我又失眠了        ,1
南故笙烟crush,7294940637,1,2月26日 20:57,跑了二百公里了，体重还没减下来，我踏马崩溃了        ,1
南故笙烟crush,7294940637,0,2月26日 20:42,如何健康的减肥        ,1
南故笙烟crush,7294940637,0,2月26日 15:44,太累了        ,1
南故笙烟crush,7294940637,2,2月26日 15:43,今天因为一些事情，我又被刺激了。搞得我心情不好。低落。还好吃了控制情绪的药[跪了][跪了][跪了]        ,1
南故笙烟crush,7294940637,0,2月25日 21:28,明天俺二姑回来，还好抑郁症的药回来的及时，明天我可以控制住情绪。在被她刺激刺激。我又自闭了。情绪经常不稳定，狂躁。做人太难了😫。要想让每个人满意。        ,1
南故笙烟crush,7294940637,2,2月25日 21:16,买的抑郁症的药，已经到了。快递寄回来的。亲戚去医院帮忙买的。没啥事，我就是心情不好而已。我想好好活下去        ,1
南故笙烟crush,7294940637,0,2月25日 11:50,减肥太难了😫😫😫        ,1
南故笙烟crush,7294940637,0,2月25日 07:33,Spider&nbsp;&nbsp;man&nbsp;&nbsp;&nbsp;no way home.        ,1
南故笙烟crush,7294940637,0,2月24日 22:45,It's no big deal. I'll insist on sending myself flowers and then driving to the store in my own car to buy my favorite brand of chocolate. To buy the milk you like. This is self-love.        ,1
南故笙烟crush,7294940637,0,2月24日 22:45,待到秋来九月八 我花开后百花杀 冲天香阵透长安 满城尽带黄金甲        ,1
南故笙烟crush,7294940637,0,2月24日 21:12,为啥我弟那么娘们唧唧，我那么爷们[污][污][污]        ,1
南故笙烟crush,7294940637,1,2月24日 21:08,我就是不想和陌生人结婚而已[污][污][污]        ,1
南故笙烟crush,7294940637,3,2月24日 21:07,能不能让我嫁给我喜欢的人，我可以减少十年寿命，家里祖坟爆炸也行        ,1
南故笙烟crush,7294940637,0,2月24日 18:02,我有一个非常伟大的梦想，就是在俺这县城买个房子🏠        ,1
南故笙烟crush,7294940637,2,2月24日 15:42,I'm really tired        ,1
南故笙烟crush,7294940637,1,2月24日 10:17,It's no big deal. I'll insist on sending myself flowers and then driving to the store in my own car to buy my favorite brand of chocolate. To buy the milk you like. This is self-love.        ,1
南故笙烟crush,7294940637,1,2月24日 09:22,我现在又害怕自己不能毕业[跪了][跪了][跪了]        ,1
南故笙烟crush,7294940637,3,2月23日 23:17,"Be bold, be careful, do what you want to do, be yourself. Assume the corresponding responsibility. Beautiful to death. Kim Hyun-ah and Taylor Swift gave it to me. Guo Qilin told me the criteria for choosing a boyfriend. Guo Qilin,&nbsp;&nbsp;It's really the ideal object in the world.        ",1
南故笙烟crush,7294940637,1,2月23日 22:49,最近因为专升本压力也大，我总感觉自己考不上。白天拼命刷题，也感觉考不上。情绪低落。我又买了安眠药。晚上睡觉经常做噩梦。总是被梦见可多人指责我。我想进一切办法哄自己开心。我好累，活着真累。我不想结婚啊，我的手机一直给我推送被家暴的女孩子。我怕了。        ,1
南故笙烟crush,7294940637,1,2月23日 22:46,突然之间泪流满面，我都止不住，因为当初的经历，那段黑暗的经历。我留下很深的阴影[跪了]，总是不经意间泪流满面。校园暴力，校园语言暴力太可怕了！所有人都认为是我的错。到后来被全班孤立，后来变得沉默寡言，是我活该        ,1
南故笙烟crush,7294940637,0,2月23日 19:53,天天被人嘲笑死肥猪，因为身材，长相。这算是校园暴力吧！[允悲][允悲][允悲][跪了][跪了][跪了]哎        ,1
南故笙烟crush,7294940637,1,2月23日 19:52,大学生活，真的没啥好的，都是痛苦的回忆。名声浪迹。吃了两年的药，副作用就是体重暴涨。现在也害怕接触人。[跪了][跪了][跪了]        ,1
南故笙烟crush,7294940637,0,2月23日 19:36,李医生，你能不能问问，货拉拉哪个女孩子，到底发生了什么。        ,1
南故笙烟crush,7294940637,4,2月23日 13:25,希望专升本成功，未来可以买个小房子。        ,1
南故笙烟crush,7294940637,1,2月23日 13:19,很多天没睡好觉了！感觉自己超级差劲        ,1
南故笙烟crush,7294940637,1,2月23日 13:19,升本我压力太大了，考不上就要找个陌生男人结婚了[跪了][跪了][跪了][跪了]        ,1
南故笙烟crush,7294940637,0,2月22日 21:12,李医生，我最近好久没睡好觉了，晚上老做噩梦，经常头疼[允悲][允悲][允悲][允悲]，也不知道咋回事        ,1
南故笙烟crush,7294940637,1,2月22日 19:36,李医生，我一个专科生，我叔叔在郑州地铁工作，我不想从事地铁方面的任何事情。这专业也是俺家人选的。我这段时间在准备专升本，也准备考研究生。只要我考上本科，我就不打算听家里的，去郑州地铁。继续叛逆。为了自己的未来。奋斗        ,1
南故笙烟crush,7294940637,1,2月22日 17:37,我真的太想专升本上岸了        ,1
南故笙烟crush,7294940637,0,2月22日 14:32,不开心        ,1
南故笙烟crush,7294940637,1,2月22日 11:49,长相，身材。可没少挨骂。胖就是我的错。        ,1
南故笙烟crush,7294940637,2,2月22日 11:47,心情不好，因为长相问题可没少被骂        ,1
南故笙烟crush,7294940637,0,2月21日 22:39,同样，我想嫁的人也是他。不过按照我目前这个知识层次。来继续分析的话。我和他，八竿子打不着。这辈子都不可能嫁给他。如果我考上研究生的话，那还有一线生机。这纯粹是我的期待。        ,1
南故笙烟crush,7294940637,1,2月21日 22:35,我发现我知识层次一旦高的话，我踏马讲话跟传销似的，把我爹哄的老开心了。突然明白俺爸，去年为啥被骗子骗了三千块。就是因为哪个男人一口一个亲爹的叫。俺爸孤独太久了。家里人都出去上学了。也没人陪他说话        ,1
南故笙烟crush,7294940637,1,2月21日 22:32,这几天学了一些新东西，然后口才进步了一些，然后就把俺爸这个五十多岁的小老头，哄的老开心了，看样子以后要多看脱口秀，奇葩说，德云社。毕竟能哄老头开心。我很爱这个老小孩，这个老小孩把我送进大学。真的是很厉害。        ,1
南故笙烟crush,7294940637,0,2月21日 21:58,好吧，我现在心情又不好了        ,1
南故笙烟crush,7294940637,0,2月21日 21:58,我也是好久没睡好觉了，希望我今晚上好好睡觉[允悲][允悲][允悲][允悲]        ,1
南故笙烟crush,7294940637,0,2月21日 21:45,希望自己考上专升本，考上研究生，我愿意继续单身五年        ,1
南故笙烟crush,7294940637,0,2月20日 21:25,失眠太严重了        ,1
南故笙烟crush,7294940637,0,2月20日 21:03,我的精神好想出了问题        ,1
南故笙烟crush,7294940637,0,2月20日 20:59,李医生，专升本不可怕，可怕的是我目前的状态，我总是睡不好觉，经常失眠        ,1
南故笙烟crush,7294940637,3,2月20日 02:14,我又失眠了        ,1
南故笙烟crush,7294940637,1,2月19日 13:56,我会好好减肥的        ,1
南故笙烟crush,7294940637,0,2月19日 13:55,李医生，我好怕我升本没考上，[跪了][跪了][跪了]        ,1
南故笙烟crush,7294940637,0,2月18日 19:32,我真的很喜欢很喜欢李猛，我们已经三年多没联系了。我不想打扰他的生活        ,1
南故笙烟crush,7294940637,0,2月17日 21:31,我真的很想专升本考上啊[允悲][允悲]        ,1
南故笙烟crush,7294940637,0,2月17日 21:06,我最近心态真的不好，精神崩溃到极点[允悲][允悲][允悲]        ,1
南故笙烟crush,7294940637,0,2月17日 21:04,李医生，五百块买的跑步机坏了，手机屏幕也坏了。花了三百块把手机修了修。我最近做梦，经常梦见我喜欢很久的哪个男生，指责我，说我不该喜欢他。给他生活带来了影响。        ,1
南故笙烟crush,7294940637,0,2月15日 09:52,我喜欢的人叫李猛        ,1
南故笙烟crush,7294940637,0,2月14日 21:18,我喜欢一个人五年了        ,1
南故笙烟crush,7294940637,2,2月13日 15:17,真的很希望我喜欢五年的人，也喜欢我。孟庄里可以实现        ,1
南故笙烟crush,7294940637,0,2月11日 22:54,希望自己喜欢的人也喜欢我        ,1
南故笙烟crush,7294940637,0,2月11日 22:04,李医生我今天写完作业出去玩，晚上八点出去的，然后迷路了[允悲][允悲][允悲]。我九点回来了。吓死我了        ,1
南故笙烟crush,7294940637,0,2月11日 18:04,希望我专升本考上        ,1
嗯哼乐悠f,5963461151,2,7月23日 14:38,考研真难        ,1
你别叫了我在A呀,5522970556,1,7月16日 15:57,李医生，你好，咱们是一个高中的，我最近在努力备考公考，希望能顺利上岸哦！        ,0
你吃饭了咩·,5170971206,0,8月11日 19:31,月底有考试 希望顺利通过🙏        ,0
你吃饭了咩·,5170971206,0,2月12日 06:54,新年快乐呀李医生🍗        ,0
你个木呐呐,6533399737,0,7月18日 21:08,李医生，我专升本考上了        ,1
你看我还在呢,5635778283,1,8月15日 15:56,李医生&nbsp;&nbsp;考公好难啊三不限好难啊&nbsp;&nbsp;我真的觉得我考不上&nbsp;&nbsp;但我不能说啊&nbsp;&nbsp;我都辞职了&nbsp;&nbsp;没有什么退路&nbsp;&nbsp;还在家啃老全职备考呢&nbsp;&nbsp;我每天都好焦虑啊&nbsp;&nbsp;好累        ,0
你看这山_,6056186114,0,7月26日 09:49,李医生，我有打算去开始重新生活了，放开了老师这个行业，虽然迷茫，但是我愿意去自由，自私又可笑。        ,0
你来时冬至己眉上风止,7484382563,0,8月15日 05:20,李老师 我又睡不着了 我想我奶奶了 她明明说好要看我结婚的 怎么就不在了 李老师 你说如果人生没有奔头 那活着到底还有什么意义        ,0
你来时冬至己眉上风止,7484382563,0,8月4日 01:50,老师 这个世界 我来过 我想走了        ,0
你来时冬至己眉上风止,7484382563,0,7月28日 04:21,李老师 我活得好失败好糟糕 我好难过 前路茫茫看不到尽头        ,0
你来时冬至己眉上风止,7484382563,0,7月28日 04:19,李老师你说人活着到底是为了什么呢？        ,0
你来时冬至己眉上风止,7484382563,0,5月30日 01:45,老师 我好迷茫        ,0
你来时冬至己眉上风止,7484382563,0,5月5日 14:21,生活真的好累        ,0
你来时冬至己眉上风止,7484382563,1,5月5日 14:21,李医生 我好奇怪 再见到底是约定还是告别        ,0
你来时冬至己眉上风止,7484382563,0,4月5日 19:46,李老师 我最近好迷茫 [悲伤] 看不到前路茫茫在哪里        ,0
你来时冬至己眉上风止,7484382563,2,3月31日 03:04,李老师 我好想我奶奶        ,0
你来时冬至己眉上风止,7484382563,0,2月19日 03:07,李医生&nbsp;&nbsp;奶奶去世以后 我真的不知道该怎么办了        ,0
你如北京美丽,6330959417,0,7月28日 18:01,李医生，我挂科了，我们这次期末考试考5门，我服了，口腔解剖真的好难背啊，我放弃它了，结果裸考了55分，我好懊悔啊。        ,1
你如北京美丽,6330959417,1,6月12日 14:32,李医生，今天打完第二针了！排了好久的队，很热很热的天，看着队伍围着报告厅一个圈了，我想的却是医护人员好辛苦 。刚刚又看到台湾疫情，觉得祖国好伟大[泪]要哭了&nbsp;&nbsp;，想你。        ,1
你如北京美丽,6330959417,5,5月23日 00:17,李医生，我十点上了床，到现在眼泪也没干。上一次这么哭，是20年的清明节，再上一次，便是你离开的那一天。我总觉得你们还在世间，还在身边。我们的祖国，是很伟大的        ,1
你是不男不女,6179745559,0,8月10日 23:04,希望越大，失望越多…我越来越理解这句话了        ,0
你是不男不女,6179745559,0,7月22日 17:37,我应不应该报一个注安去考呢？李医生，你告诉我，我想报，但我老公打死不同意，我也很纠结…        ,0
你是不男不女,6179745559,2,6月14日 18:21,你过得好吗？这个问题应该是特别好，祝幸福        ,0
你是不男不女,6179745559,0,6月14日 17:44,我的选择正确吗？当我在问你的时候我的内心也很忐忑，希望是正确的        ,0
你是不男不女,6179745559,0,6月14日 17:42,很郁闷……很无语……        ,0
你是不男不女,6179745559,1,6月14日 11:09,李医生，赘婿2要来了，但是你的庆余年2什么时候播出呢？今天是端午节最后一天你过得好吗？我也辞职了，专心在家陪娃，不知道我这次的选择对不对，好像没有对过一次，[笑cry]希望这次是正确的吧，安康        ,0
你是不男不女,6179745559,1,5月22日 17:19,李医生，刚看到一句话，觉得很对，我现在这个年龄经历了一些，总觉得那些熠熠生辉的人会陪着我们，可我却忘了，人总有一死，真的太难以置信了，心痛        ,0
你是不男不女,6179745559,0,5月22日 17:14,李医生，袁老走了，太突然了，我都不敢相信，为什么？难以置信…        ,0
你是不男不女,6179745559,0,5月15日 14:28,人生最幸福的7个瞬间是什么？ 大病初愈；久别重逢；失而复得；虚惊一场；不期而遇；如约而至；未来可期…… 看到未来可期突然让我觉得生活还是美好的        ,0
你是不男不女,6179745559,1,4月23日 16:35,也许我应该相信这次的选择，之后它会给我带来好运，对吧😄        ,0
你是不男不女,6179745559,0,4月23日 16:25,李医生，就我这脑子怕是斗不过那些玩心机的人，我怎么在这世上活呢？好累，这次的决定是正确的吗？好想自己开家店，认认真真的去做……能吗？        ,0
你是不男不女,6179745559,1,4月4日 22:18,今天清明节，时间过得太快了，今天看见你的二胎宝宝也出生了，没想到我的宝宝和你的宝宝整整差了一岁，嗯…突然不知道该说什么了。安息吧…        ,0
你是不男不女,6179745559,2,2月21日 00:45,李医生，好久没来了，你在那边还好吗？这段时间里心情很不好，很累。今天让我觉得我这个人真的很好欺负，我真觉得自己像个傻子一样被人欺负，背后指不定怎么骂我呢，当面一套背后一套，我被人哄的团团转，我做什么都做不好，我真不想活在这世界上了，人善就要被人欺吗？心善就被人利用，真傻透了……        ,0
你是小叶哇,3305278731,4,7月24日 16:16,亮哥，刚刚听行政法听到老师提到你了，好久没来了，最近在准备法考，好累，还有49天，我一定会过法考的，去实现我心中的正义        ,1
你所谓的未知,6443019236,1,7月20日 03:16,李老师，何时才能在没有黑暗的地方相见        ,1
你所谓的未知,6443019236,2,7月18日 02:41,李老师，电影没有你，我不会看的        ,1
你所谓的未知,6443019236,0,7月1日 00:38,李老师！节日快乐        ,1
你所谓的未知,6443019236,0,6月17日 08:49,李医生，人做出的选择不能后悔，对吗？我希望我不再去后悔……        ,1
你所谓的未知,6443019236,0,6月4日 13:21,李医生，我今天参加饭局了，我讨厌饭局。        ,1
你所谓的未知,6443019236,0,6月2日 11:31,中午好李老师！        ,1
你所谓的未知,6443019236,10,5月31日 19:10,李老师，每次看你的评论区都忍不住想哭，不为别的，而是感觉大家都知道，是什么连接着彼此，又使我们在此相遇……        ,1
你所谓的未知,6443019236,5,5月31日 18:22,李医生，我快毕业了，感受步入社会前最后的小憩，我内心有个决定，希望未来我不会后悔。        ,1
你眼里也曾有光0206,6062498321,0,7月31日 03:38,要毕业了，好迷茫[草泥马]        ,1
你眼里也曾有光0206,6062498321,2,7月21日 01:24,天佑中华，希望河南，希望郑州没事🙏🙏🙏        ,1
你眼里也曾有光0206,6062498321,0,6月28日 03:00,好久没来，铁粉都没了[跪了]        ,1
你眼里也曾有光0206,6062498321,0,6月28日 03:00,还没睡[二哈]        ,1
你眼里也曾有光0206,6062498321,1,6月8日 13:49,亮哥，昨天打完第二针疫苗了，我打的是科兴的，希望接下来一切都好，你也要好好的噢[微风]        ,1
你眼里也曾有光0206,6062498321,0,6月4日 18:43,亮哥，吃晚饭啦[熊猫]        ,1
你眼里也曾有光0206,6062498321,0,5月22日 16:23,悲痛的一天……[蜡烛][蜡烛][蜡烛]        ,1
你眼里也曾有光0206,6062498321,0,5月19日 00:57,[月亮]        ,1
你眼里也曾有光0206,6062498321,2,5月14日 00:30,很快要离开这座城市了，在离开前我想要留下些什么……        ,1
你眼里也曾有光0206,6062498321,0,5月13日 00:41,晚安，亮哥        ,1
你眼里也曾有光0206,6062498321,0,5月13日 00:41,最近心里乱糟糟的，唉……        ,1
你眼里也曾有光0206,6062498321,2,5月11日 23:26,最近这节奏跟您走以后有点像啊…… 境外势力想要亡我们的想法一直没有停过，唯有不断变强才能震慑这些宵小……        ,1
你眼里也曾有光0206,6062498321,1,5月8日 01:14,晚安了呀，亮哥[月亮]        ,1
你眼里也曾有光0206,6062498321,1,5月8日 01:14,亮哥，今天在学校打了新冠疫苗第一针，现在除了接种地方有一点点痛，其他都还好[二哈]        ,1
你眼里也曾有光0206,6062498321,0,5月3日 14:33,下午好啊，亮哥[微风]        ,1
你眼里也曾有光0206,6062498321,0,5月3日 14:33,亮哥，五一没回家，前几天都跑出去玩了，累呼呼的。今天开始要下雨啦，准备开始宅宿舍啦[二哈]        ,1
你眼里也曾有光0206,6062498321,1,4月28日 09:09,最近要做出一个选择了，我好讨厌做选择题啊，可是生活中有太多太多的选择要选[跪了][草泥马]        ,1
你眼里也曾有光0206,6062498321,1,4月28日 09:08,亮哥早上好[微风]        ,1
你眼里也曾有光0206,6062498321,1,4月26日 01:35,晚安哇，李医生[月亮][奥特曼][月亮]        ,1
你眼里也曾有光0206,6062498321,0,4月17日 02:44,亮哥，我们学校组织预约了打新冠疫苗，但因为疫苗不足等原因，一直还没打上[跪了]        ,1
你眼里也曾有光0206,6062498321,0,4月17日 02:43,窗外下着雨，听着雨声，躺在床上，我还没睡着，好久没来您的微博下面看看了        ,1
你眼里也曾有光0206,6062498321,3,4月8日 01:17,亮哥，武汉解封一年了，我们大家一切都好，你在那边还好吗        ,1
你眼里也曾有光0206,6062498321,0,4月7日 15:41,亮哥，下午好[微风]        ,1
你眼里也曾有光0206,6062498321,1,4月4日 00:54,每到这些节日，我的心就好乱……李医生你们可以回来看看我们吗。我们很想你们……        ,1
你眼里也曾有光0206,6062498321,1,4月1日 00:11,4月了。希望一切都好        ,1
你眼里也曾有光0206,6062498321,0,3月26日 01:17,晚安哇，李医生[月亮]        ,1
你眼里也曾有光0206,6062498321,0,3月25日 15:54,下午好哇，李医生[奥特曼]        ,1
你眼里也曾有光0206,6062498321,0,3月23日 14:46,下午好，亮哥[熊猫]        ,1
你眼里也曾有光0206,6062498321,1,3月16日 17:22,亮哥，最近回学校了，今天早上学校通知了可以自愿报名接种新冠疫苗了，我报名了，希望一切顺利[二哈]        ,1
你眼里也曾有光0206,6062498321,3,3月9日 02:11,好像有段时间没来了，亮哥还好不[二哈]        ,1
你眼里也曾有光0206,6062498321,0,3月3日 02:44,亮哥，最近又开始上网课了[草泥马]还要上两周才开学[跪了]        ,1
你眼里也曾有光0206,6062498321,0,2月28日 04:39,亮哥。后天开始上网课了[草泥马]今天看到了新学期的课程，好多课呀[跪了][跪了][跪了]        ,1
你眼里也曾有光0206,6062498321,0,2月23日 00:11,亮哥，最近脑子好乱，思绪好乱[跪了]        ,1
你眼里也曾有光0206,6062498321,5,2月18日 00:19,他们还是不敢提起……唉，太失望了        ,1
你长的像个窝瓜你知道么,6381139630,7,8月6日 18:58,李医生，我们这疫情了，我申请志愿者了，明天就去社区服务了[喵喵]我希望我明年可以入党[求关注]或者保佑我专升本考试成功吧，也想成为爸妈的小骄傲        ,1
你长的像个窝瓜你知道么,6381139630,4,4月26日 01:36,李医生我控制不住自己的眼泪，我等会还要早起，我好讨厌自己，什么用都没有，不能帮家里分担，我好害怕家人的离去，真的很想念家人，但是要学会坚强，以后毕业就要自己出去打拼，真不想毕业，好想回到初中，当学生多好        ,1
你长的像个窝瓜你知道么,6381139630,1,4月26日 01:32,好焦虑，李医生我好焦虑        ,1
你长的像个窝瓜你知道么,6381139630,0,2月23日 21:56,李医生我过得很不好，生活非常难过，感觉哪都不安全        ,1
牛牛今天下凡了吗,6313429935,0,7月22日 13:52,李医生，我觉得当人好难啊，专科生现在找工作真的好难啊[泪][泪]        ,0
